# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-25 19:59:27 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01570500 Susquehanna River at Harrisburg, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01570500
#            TS   parameter     Description
#        122065       00060     Discharge, cubic feet per second
#        122066       00065     Gage height, feet
#        122072       00045     Precipitation, total, inches
#        122073       00010     Temperature, water, degrees Celsius, WALNUT ST PIER
#        122074       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, WALNUT ST PIER
#        122075       00400     pH, water, unfiltered, field, standard units, WALNUT ST PIER
#        122076       00300     Dissolved oxygen, water, unfiltered, milligrams per liter, WALNUT ST PIER
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	122065_00060	122065_00060_cd	122066_00065	122066_00065_cd	122073_00010	122073_00010_cd	122074_00095	122074_00095_cd
USGS	01570500	2015-12-20 23:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 00:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 00:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 01:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 01:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 02:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 02:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 03:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 03:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 04:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 04:30	EST	21800	A	4.29	A				
USGS	01570500	2015-12-21 05:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 05:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 06:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 06:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 07:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 07:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 08:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 08:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 09:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 09:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 10:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 10:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 11:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 11:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 12:00	EST	21400	A	4.27	A				
USGS	01570500	2015-12-21 12:30	EST	21400	A	4.27	A				
USGS	01570500	2015-12-21 13:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 13:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 14:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 15:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 15:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 16:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 16:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 17:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 17:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 18:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 18:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 19:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 19:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 20:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 20:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 21:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 21:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 22:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 22:30	EST	21800	A	4.29	A				
USGS	01570500	2015-12-21 23:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-21 23:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 00:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 00:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 01:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 01:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 02:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 02:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 03:00	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 03:30	EST	21600	A	4.28	A				
USGS	01570500	2015-12-22 04:00	EST	21800	A	4.29	A				
USGS	01570500	2015-12-22 04:30	EST	21800	A	4.29	A				
USGS	01570500	2015-12-22 05:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 05:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 06:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 06:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 07:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 07:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 08:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 08:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 09:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 09:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 10:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 10:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 11:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 11:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 12:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 12:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 13:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 13:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 14:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 14:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-22 15:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-22 15:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-22 16:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-22 16:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-22 17:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 17:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 18:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 18:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 19:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 19:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 20:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 20:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 21:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 21:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 22:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 22:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 23:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-22 23:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 00:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 00:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 01:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 01:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 02:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 02:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 03:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 03:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 04:00	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 04:30	EST	22000	A	4.30	A				
USGS	01570500	2015-12-23 05:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 05:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 06:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 06:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 07:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 07:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 08:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 08:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 09:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 09:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 10:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 10:30	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 11:00	EST	22200	A	4.31	A				
USGS	01570500	2015-12-23 11:30	EST	22400	A	4.32	A				
USGS	01570500	2015-12-23 12:00	EST	22400	A	4.32	A				
USGS	01570500	2015-12-23 12:30	EST	22400	A	4.32	A				
USGS	01570500	2015-12-23 13:00	EST	22400	A	4.32	A				
USGS	01570500	2015-12-23 13:30	EST	22600	A	4.33	A				
USGS	01570500	2015-12-23 14:00	EST	22600	A	4.33	A				
USGS	01570500	2015-12-23 14:30	EST	22800	A	4.34	A				
USGS	01570500	2015-12-23 15:00	EST	22800	A	4.34	A				
USGS	01570500	2015-12-23 15:30	EST	23000	A	4.35	A				
USGS	01570500	2015-12-23 16:00	EST	23200	A	4.36	A				
USGS	01570500	2015-12-23 16:30	EST	23400	A	4.37	A				
USGS	01570500	2015-12-23 17:00	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 17:30	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 18:00	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 18:30	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 19:00	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 19:30	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 20:00	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 20:30	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 21:00	EST	23600	A	4.38	A				
USGS	01570500	2015-12-23 21:30	EST	23800	A	4.39	A				
USGS	01570500	2015-12-23 22:00	EST	23800	A	4.39	A				
USGS	01570500	2015-12-23 22:30	EST	23800	A	4.39	A				
USGS	01570500	2015-12-23 23:00	EST	23800	A	4.39	A				
USGS	01570500	2015-12-23 23:30	EST	24000	A	4.40	A				
USGS	01570500	2015-12-24 00:00	EST	24000	A	4.40	A				
USGS	01570500	2015-12-24 00:30	EST	24000	A	4.40	A				
USGS	01570500	2015-12-24 01:00	EST	24200	A	4.41	A				
USGS	01570500	2015-12-24 01:30	EST	24200	A	4.41	A				
USGS	01570500	2015-12-24 02:00	EST	24200	A	4.41	A				
USGS	01570500	2015-12-24 02:30	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 03:00	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 03:30	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 04:00	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 04:30	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 05:00	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 05:30	EST	24400	A	4.42	A				
USGS	01570500	2015-12-24 06:00	EST	24600	A	4.43	A				
USGS	01570500	2015-12-24 06:30	EST	24600	A	4.43	A				
USGS	01570500	2015-12-24 07:00	EST	24600	A	4.43	A				
USGS	01570500	2015-12-24 07:30	EST	24600	A	4.43	A				
USGS	01570500	2015-12-24 08:00	EST	24800	A	4.44	A				
USGS	01570500	2015-12-24 08:30	EST	24800	A	4.44	A				
USGS	01570500	2015-12-24 09:00	EST	25200	A	4.45	A				
USGS	01570500	2015-12-24 09:30	EST	25200	A	4.45	A				
USGS	01570500	2015-12-24 10:00	EST	25200	A	4.45	A				
USGS	01570500	2015-12-24 10:30	EST	25400	A	4.46	A				
USGS	01570500	2015-12-24 11:00	EST	25400	A	4.46	A				
USGS	01570500	2015-12-24 11:30	EST	25400	A	4.46	A				
USGS	01570500	2015-12-24 12:00	EST	25600	A	4.47	A				
USGS	01570500	2015-12-24 12:30	EST	25600	A	4.47	A				
USGS	01570500	2015-12-24 13:00	EST	25800	A	4.48	A				
USGS	01570500	2015-12-24 13:30	EST	25800	A	4.48	A				
USGS	01570500	2015-12-24 14:00	EST	26000	A	4.49	A				
USGS	01570500	2015-12-24 14:30	EST	26200	A	4.50	A				
USGS	01570500	2015-12-24 15:00	EST	26200	A	4.50	A				
USGS	01570500	2015-12-24 15:30	EST	26400	A	4.51	A				
USGS	01570500	2015-12-24 16:00	EST	26600	A	4.52	A				
USGS	01570500	2015-12-24 16:30	EST	26600	A	4.52	A				
USGS	01570500	2015-12-24 17:00	EST	26800	A	4.53	A				
USGS	01570500	2015-12-24 17:30	EST	27000	A	4.54	A				
USGS	01570500	2015-12-24 18:00	EST	27200	A	4.55	A				
USGS	01570500	2015-12-24 18:30	EST	27400	A	4.56	A				
USGS	01570500	2015-12-24 19:00	EST	27600	A	4.57	A				
USGS	01570500	2015-12-24 19:30	EST	27800	A	4.58	A				
USGS	01570500	2015-12-24 20:00	EST	28000	A	4.59	A				
USGS	01570500	2015-12-24 20:30	EST	28200	A	4.60	A				
USGS	01570500	2015-12-24 21:00	EST	28600	A	4.62	A				
USGS	01570500	2015-12-24 21:30	EST	28800	A	4.63	A				
USGS	01570500	2015-12-24 22:00	EST	29200	A	4.65	A				
USGS	01570500	2015-12-24 22:30	EST	29400	A	4.66	A				
USGS	01570500	2015-12-24 23:00	EST	29800	A	4.68	A				
USGS	01570500	2015-12-24 23:30	EST	30000	A	4.69	A				
USGS	01570500	2015-12-25 00:00	EST	30600	A	4.71	A				
USGS	01570500	2015-12-25 00:30	EST	30800	A	4.72	A				
USGS	01570500	2015-12-25 01:00	EST	31200	A	4.74	A				
USGS	01570500	2015-12-25 01:30	EST	31400	A	4.75	A				
USGS	01570500	2015-12-25 02:00	EST	31600	A	4.76	A				
USGS	01570500	2015-12-25 02:30	EST	32000	A	4.78	A				
USGS	01570500	2015-12-25 03:00	EST	32200	A	4.79	A				
USGS	01570500	2015-12-25 03:30	EST	32600	A	4.81	A				
USGS	01570500	2015-12-25 04:00	EST	32800	A	4.82	A				
USGS	01570500	2015-12-25 04:30	EST	33000	A	4.83	A				
USGS	01570500	2015-12-25 05:00	EST	33200	A	4.84	A				
USGS	01570500	2015-12-25 05:30	EST	33600	A	4.86	A				
USGS	01570500	2015-12-25 06:00	EST	33800	A	4.87	A				
USGS	01570500	2015-12-25 06:30	EST	34000	A	4.88	A				
USGS	01570500	2015-12-25 07:00	EST	34200	A	4.89	A				
USGS	01570500	2015-12-25 07:30	EST	34600	A	4.91	A				
USGS	01570500	2015-12-25 08:00	EST	34800	A	4.92	A				
USGS	01570500	2015-12-25 08:30	EST	35000	A	4.93	A				
USGS	01570500	2015-12-25 09:00	EST	35200	A	4.94	A				
USGS	01570500	2015-12-25 09:30	EST	35600	A	4.96	A				
USGS	01570500	2015-12-25 10:00	EST	36000	A	4.97	A				
USGS	01570500	2015-12-25 10:30	EST	36200	A	4.98	A				
USGS	01570500	2015-12-25 11:00	EST	36400	A	4.99	A				
USGS	01570500	2015-12-25 11:30	EST	36800	A	5.01	A				
USGS	01570500	2015-12-25 12:00	EST	37000	A	5.02	A				
USGS	01570500	2015-12-25 12:30	EST	37200	A	5.03	A				
USGS	01570500	2015-12-25 13:00	EST	37700	A	5.05	A				
USGS	01570500	2015-12-25 13:30	EST	37900	A	5.06	A				
USGS	01570500	2015-12-25 14:00	EST	38300	A	5.08	A				
USGS	01570500	2015-12-25 14:30	EST	38500	A	5.09	A				
USGS	01570500	2015-12-25 15:00	EST	38800	A	5.10	A				
USGS	01570500	2015-12-25 15:30	EST	39200	A	5.12	A				
USGS	01570500	2015-12-25 16:00	EST	39400	A	5.13	A				
USGS	01570500	2015-12-25 16:30	EST	39700	A	5.14	A				
USGS	01570500	2015-12-25 17:00	EST	40100	A	5.16	A				
USGS	01570500	2015-12-25 17:30	EST	40600	A	5.18	A				
USGS	01570500	2015-12-25 18:00	EST	40800	A	5.19	A				
USGS	01570500	2015-12-25 18:30	EST	41300	A	5.21	A				
USGS	01570500	2015-12-25 19:00	EST	41700	A	5.23	A				
USGS	01570500	2015-12-25 19:30	EST	42000	A	5.24	A				
USGS	01570500	2015-12-25 20:00	EST	42500	A	5.26	A				
USGS	01570500	2015-12-25 20:30	EST	43000	A	5.28	A				
USGS	01570500	2015-12-25 21:00	EST	43200	A	5.29	A				
USGS	01570500	2015-12-25 21:30	EST	43700	A	5.31	A				
USGS	01570500	2015-12-25 22:00	EST	44200	A	5.33	A				
USGS	01570500	2015-12-25 22:30	EST	44700	A	5.35	A				
USGS	01570500	2015-12-25 23:00	EST	45200	A	5.37	A				
USGS	01570500	2015-12-25 23:30	EST	45700	A	5.39	A				
USGS	01570500	2015-12-26 00:00	EST	45900	A	5.41	A				
USGS	01570500	2015-12-26 00:30	EST	46400	A	5.43	A				
USGS	01570500	2015-12-26 01:00	EST	46900	A	5.45	A				
USGS	01570500	2015-12-26 01:30	EST	47300	A	5.47	A				
USGS	01570500	2015-12-26 02:00	EST	47800	A	5.49	A				
USGS	01570500	2015-12-26 02:30	EST	48200	A	5.51	A				
USGS	01570500	2015-12-26 03:00	EST	48700	A	5.53	A				
USGS	01570500	2015-12-26 03:30	EST	49100	A	5.55	A				
USGS	01570500	2015-12-26 04:00	EST	49600	A	5.57	A				
USGS	01570500	2015-12-26 04:30	EST	50000	A	5.59	A				
USGS	01570500	2015-12-26 05:00	EST	50500	A	5.61	A				
USGS	01570500	2015-12-26 05:30	EST	50900	A	5.63	A				
USGS	01570500	2015-12-26 06:00	EST	51300	A	5.65	A				
USGS	01570500	2015-12-26 06:30	EST	51700	A	5.67	A				
USGS	01570500	2015-12-26 07:00	EST	51900	A	5.68	A				
USGS	01570500	2015-12-26 07:30	EST	52400	A	5.70	A				
USGS	01570500	2015-12-26 08:00	EST	52800	A	5.72	A				
USGS	01570500	2015-12-26 08:30	EST	53000	A	5.73	A				
USGS	01570500	2015-12-26 09:00	EST	53200	A	5.74	A				
USGS	01570500	2015-12-26 09:30	EST	53500	A	5.76	A				
USGS	01570500	2015-12-26 10:00	EST	53700	A	5.77	A				
USGS	01570500	2015-12-26 10:30	EST	53900	A	5.78	A				
USGS	01570500	2015-12-26 11:00	EST	54100	A	5.79	A				
USGS	01570500	2015-12-26 11:30	EST	54300	A	5.80	A				
USGS	01570500	2015-12-26 12:00	EST	54400	A	5.81	A				
USGS	01570500	2015-12-26 12:30	EST	54600	A	5.82	A				
USGS	01570500	2015-12-26 13:00	EST	54600	A	5.82	A				
USGS	01570500	2015-12-26 13:30	EST	54800	A	5.83	A				
USGS	01570500	2015-12-26 14:00	EST	55000	A	5.84	A				
USGS	01570500	2015-12-26 14:30	EST	55100	A	5.85	A				
USGS	01570500	2015-12-26 15:00	EST	55100	A	5.85	A				
USGS	01570500	2015-12-26 15:30	EST	55300	A	5.86	A				
USGS	01570500	2015-12-26 16:00	EST	55300	A	5.86	A				
USGS	01570500	2015-12-26 16:30	EST	55500	A	5.87	A				
USGS	01570500	2015-12-26 17:00	EST	55500	A	5.87	A				
USGS	01570500	2015-12-26 17:30	EST	55600	A	5.88	A				
USGS	01570500	2015-12-26 18:00	EST	55600	A	5.88	A				
USGS	01570500	2015-12-26 18:30	EST	55800	A	5.89	A				
USGS	01570500	2015-12-26 19:00	EST	55800	A	5.89	A				
USGS	01570500	2015-12-26 19:30	EST	55800	A	5.89	A				
USGS	01570500	2015-12-26 20:00	EST	56000	A	5.90	A				
USGS	01570500	2015-12-26 20:30	EST	56200	A	5.91	A				
USGS	01570500	2015-12-26 21:00	EST	56200	A	5.91	A				
USGS	01570500	2015-12-26 21:30	EST	56200	A	5.91	A				
USGS	01570500	2015-12-26 22:00	EST	56300	A	5.92	A				
USGS	01570500	2015-12-26 22:30	EST	56500	A	5.93	A				
USGS	01570500	2015-12-26 23:00	EST	56500	A	5.93	A				
USGS	01570500	2015-12-26 23:30	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 00:00	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 00:30	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 01:00	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 01:30	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 02:00	EST	56900	A	5.95	A				
USGS	01570500	2015-12-27 02:30	EST	56900	A	5.95	A				
USGS	01570500	2015-12-27 03:00	EST	56900	A	5.95	A				
USGS	01570500	2015-12-27 03:30	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 04:00	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 04:30	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 05:00	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 05:30	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 06:00	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 06:30	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 07:00	EST	57000	A	5.96	A				
USGS	01570500	2015-12-27 07:30	EST	56900	A	5.95	A				
USGS	01570500	2015-12-27 08:00	EST	56900	A	5.95	A				
USGS	01570500	2015-12-27 08:30	EST	56900	A	5.95	A				
USGS	01570500	2015-12-27 09:00	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 09:30	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 10:00	EST	56700	A	5.94	A				
USGS	01570500	2015-12-27 10:30	EST	56500	A	5.93	A				
USGS	01570500	2015-12-27 11:00	EST	56500	A	5.93	A				
USGS	01570500	2015-12-27 11:30	EST	56500	A	5.93	A				
USGS	01570500	2015-12-27 12:00	EST	56300	A	5.92	A				
USGS	01570500	2015-12-27 12:30	EST	56300	A	5.92	A				
USGS	01570500	2015-12-27 13:00	EST	56300	A	5.92	A				
USGS	01570500	2015-12-27 13:30	EST	56300	A	5.92	A				
USGS	01570500	2015-12-27 14:00	EST	56200	A	5.91	A				
USGS	01570500	2015-12-27 14:30	EST	56200	A	5.91	A				
USGS	01570500	2015-12-27 15:00	EST	56000	A	5.90	A				
USGS	01570500	2015-12-27 15:30	EST	56000	A	5.90	A				
USGS	01570500	2015-12-27 16:00	EST	56000	A	5.90	A				
USGS	01570500	2015-12-27 16:30	EST	55800	A	5.89	A				
USGS	01570500	2015-12-27 17:00	EST	56000	A	5.90	A				
USGS	01570500	2015-12-27 17:30	EST	56000	A	5.90	A				
USGS	01570500	2015-12-27 18:00	EST	55800	A	5.89	A				
USGS	01570500	2015-12-27 18:30	EST	55800	A	5.89	A				
USGS	01570500	2015-12-27 19:00	EST	56000	A	5.90	A				
USGS	01570500	2015-12-27 19:30	EST	55800	A	5.89	A				
USGS	01570500	2015-12-27 20:00	EST	55800	A	5.89	A				
USGS	01570500	2015-12-27 20:30	EST	55600	A	5.88	A				
USGS	01570500	2015-12-27 21:00	EST	55600	A	5.88	A				
USGS	01570500	2015-12-27 21:30	EST	55600	A	5.88	A				
USGS	01570500	2015-12-27 22:00	EST	55500	A	5.87	A				
USGS	01570500	2015-12-27 22:30	EST	55300	A	5.86	A				
USGS	01570500	2015-12-27 23:00	EST	55300	A	5.86	A				
USGS	01570500	2015-12-27 23:30	EST	55100	A	5.85	A				
USGS	01570500	2015-12-28 00:00	EST	55000	A	5.84	A				
USGS	01570500	2015-12-28 00:30	EST	55000	A	5.84	A				
USGS	01570500	2015-12-28 01:00	EST	55000	A	5.84	A				
USGS	01570500	2015-12-28 01:30	EST	54800	A	5.83	A				
USGS	01570500	2015-12-28 02:00	EST	54800	A	5.83	A				
USGS	01570500	2015-12-28 02:30	EST	54600	A	5.82	A				
USGS	01570500	2015-12-28 03:00	EST	54600	A	5.82	A				
USGS	01570500	2015-12-28 03:30	EST	54400	A	5.81	A				
USGS	01570500	2015-12-28 04:00	EST	54300	A	5.80	A				
USGS	01570500	2015-12-28 04:30	EST	54300	A	5.80	A				
USGS	01570500	2015-12-28 05:00	EST	54100	A	5.79	A				
USGS	01570500	2015-12-28 05:30	EST	54100	A	5.79	A				
USGS	01570500	2015-12-28 06:00	EST	53900	A	5.78	A				
USGS	01570500	2015-12-28 06:30	EST	53700	A	5.77	A				
USGS	01570500	2015-12-28 07:00	EST	53700	A	5.77	A				
USGS	01570500	2015-12-28 07:30	EST	53500	A	5.76	A				
USGS	01570500	2015-12-28 08:00	EST	53400	A	5.75	A				
USGS	01570500	2015-12-28 08:30	EST	53400	A	5.75	A				
USGS	01570500	2015-12-28 09:00	EST	53200	A	5.74	A				
USGS	01570500	2015-12-28 09:30	EST	53200	A	5.74	A				
USGS	01570500	2015-12-28 10:00	EST	53000	A	5.73	A				
USGS	01570500	2015-12-28 10:30	EST	53000	A	5.73	A				
USGS	01570500	2015-12-28 11:00	EST	52800	A	5.72	A				
USGS	01570500	2015-12-28 11:30	EST	52600	A	5.71	A				
USGS	01570500	2015-12-28 12:00	EST	52600	A	5.71	A				
USGS	01570500	2015-12-28 12:30	EST	52600	A	5.71	A				
USGS	01570500	2015-12-28 13:00	EST	52400	A	5.70	A				
USGS	01570500	2015-12-28 13:30	EST	52400	A	5.70	A				
USGS	01570500	2015-12-28 14:00	EST	52200	A	5.69	A				
USGS	01570500	2015-12-28 14:30	EST	52200	A	5.69	A				
USGS	01570500	2015-12-28 15:00	EST	51900	A	5.68	A				
USGS	01570500	2015-12-28 15:30	EST	51900	A	5.68	A				
USGS	01570500	2015-12-28 16:00	EST	51700	A	5.67	A				
USGS	01570500	2015-12-28 16:30	EST	51700	A	5.67	A				
USGS	01570500	2015-12-28 17:00	EST	51500	A	5.66	A				
USGS	01570500	2015-12-28 17:30	EST	51500	A	5.66	A				
USGS	01570500	2015-12-28 18:00	EST	51300	A	5.65	A				
USGS	01570500	2015-12-28 18:30	EST	51300	A	5.65	A				
USGS	01570500	2015-12-28 19:00	EST	51300	A	5.65	A				
USGS	01570500	2015-12-28 19:30	EST	51300	A	5.65	A				
USGS	01570500	2015-12-28 20:00	EST	51100	A	5.64	A				
USGS	01570500	2015-12-28 20:30	EST	51100	A	5.64	A				
USGS	01570500	2015-12-28 21:00	EST	51100	A	5.64	A				
USGS	01570500	2015-12-28 21:30	EST	50900	A	5.63	A				
USGS	01570500	2015-12-28 22:00	EST	50900	A	5.63	A				
USGS	01570500	2015-12-28 22:30	EST	50900	A	5.63	A				
USGS	01570500	2015-12-28 23:00	EST	50900	A	5.63	A				
USGS	01570500	2015-12-28 23:30	EST	50900	A	5.63	A				
USGS	01570500	2015-12-29 00:00	EST	50900	A	5.63	A				
USGS	01570500	2015-12-29 00:30	EST	50900	A	5.63	A				
USGS	01570500	2015-12-29 01:00	EST	51100	A	5.64	A				
USGS	01570500	2015-12-29 01:30	EST	51300	A	5.65	A				
USGS	01570500	2015-12-29 02:00	EST	51300	A	5.65	A				
