Sample	Month	Year	DateMMDDYY	CollectionAgency	StationName	Latitude	Depth	Depth_Percentage	WTEMP	DO	CHLA	SALINITY	NO2F	NH4F	PC	PHEO	NO3F	Discharge_Susquehanna_14	day_length
SB050817TAWCSCB51D33BR1TR1I330	5	17	050817	DNR	CB51	38.318700000000014	33.0	0.9870967741935484	15.4	3.8	2.35	19.45	0.0029	0.121	0.634	0.94	0.0245	1080023.936170213	0.7554933140726793
SB050817TAWCSCB53D5BR1TR1I318	5	17	050817	DNR	CB53	37.91011000000001	1.0	0.0	17.1	8.9	7.476	14.73	0.0044	0.035	0.904	0.74	0.1966	1080023.936170213	0.7554933140726793
SB050817TAWCSCB53D25BR2TR1I333	5	17	050817	DNR	CB53	37.91011000000001	25.0	0.9771812080536912	16.7	5.1		19.66						1080023.936170213	0.7554933140726793
SB050817TAWCSCB54D25BR1TR1I334	5	17	050817	ODU	CB54	37.80012999999997	1.0	0.03118908382066277	17.265	8.68	6.942	15.63	0.0027	0.0057	0.72324	0.332	0.0326	1080023.936170213	0.7554933140726793
SB050817TAWCSCB54D25BR1TR1I343	5	17	050817	ODU	CB54	37.800129999999996	25.0	0.8109161793372319	16.987000000000002	5.18		19.77						1080023.936170213	0.7554933140726793
SB050817TAWCSCB71D20BR1TR1I340	5	17	050817	ODU	CB71	37.683459999999975	1.0	0.05555555555555555	18.299	8.73	8.01	18.58	0.0002	0.0038	0.8185100000000001	0.5874	0.0001	1080023.936170213	0.7554933140726793
SB050817TAWCSCB71D20BR2TR1I349	5	17	050817	ODU	CB71	37.683459999999975	20.0	1.1666666666666667	17.702	6.95		19.56						1080023.936170213	0.7554933140726793
SB050817TAWCSCB61D11BR1TR1I336	5	17	050817	ODU	CB61	37.58847	1.0	0.08264462809917356	17.813	9.25	6.942	17.38	0.0002	0.0038	0.9259799999999999	0.6087600000000001	0.0001	1011747.9166666669	0.7441039398713611
SB050817TAWCSCB61D11BR1TR1I345	5	17	050817	ODU	CB61	37.58847000000002	11.0	0.9090909090909092	17.643	6.32	4.3788	19.38	0.0013	0.0245	0.39733	0.7048800000000001	0.002	1011747.9166666669	0.7441039398713611
SB050817TAWCSCB62D9BR1TR1I337	5	17	050817	ODU	CB62	37.4868	1.0	0.0975609756097561	17.805999999999994	9.23	7.0488	17.76	0.0002	0.0038	0.8409399999999999	0.332	0.0001	1011747.9166666669	0.7441039398713611
SB050817TAWCSCB62D9BR1TR1I346	5	17	050817	ODU	CB62	37.48680000000001	9.0	0.8780487804878049	17.414	7.71		18.53						1011747.9166666669	0.7441039398713611
SB050817TAWCSCB63D10BR1TR1I338	5	17	050817	ODU	CB63	37.41152999999999	1.0	0.08791208791208792	18.279	9.23	8.1168	18.77	0.0002	0.0038	0.9515399999999999	0.8544	0.0001	1080023.936170213	0.7554933140726793
SB050817TAWCSCB72D20BR1TR1I341	5	17	050817	ODU	CB72	37.41152999999999	1.0	0.04669260700389105	17.948	8.98	7.1556	19.35	0.0004	0.0038	0.90359	0.332	-0.0001	1011747.9166666669	0.7441039398713611
SB050817TAWCSCB63D10BR2TR1I347	5	17	050817	ODU	CB63	37.41152999999998	10.0	0.967032967032967	17.492	7.43		20.32						1080023.936170213	0.7554933140726793
SB050817TAWCSCB72D20BR1TR1I350	5	17	050817	ODU	CB72	37.41152999999998	20.0	0.8404669260700388	17.209	6.54		27.67						1011747.9166666669	0.7441039398713611
SB050817TAWCSCB73D12BR1TR1I342	5	17	050817	ODU	CB73	37.11681	1.0	0.0760233918128655	17.739	8.37	3.5244	23.32	0.0002	0.0038	0.58494	0.36312	0.0001	1011747.9166666669	0.7441039398713611
SB050817TAWCSCB73D12BR1TR1I351	5	17	050817	ODU	CB73	37.11681	12.0	0.912280701754386	17.468	7.46	3.9516	25.36	0.0003	0.0038	0.52387	0.45924	0.0	1011747.9166666669	0.7441039398713611
SB060517TAWCSCB22D11BR2TR1I356	6	17	060517	DNR	CB22	39.348730000000025	11.0	0.912442396313364	20.2	3.2	2.99	5.04	0.0088	0.16399999999999998	1.28	5.382999999999999	0.3682	600877.0833333333	0.980469160361632
SB060517TAWCSCB31D13BR1TR1I357	6	17	060517	DNR	CB31	39.24950000000001	13.0	0.9339080459770116	18.2	0.4	1.495	10.37	0.0178	0.251	0.848	3.588	0.0774	600877.0833333333	0.980469160361632
SB062617TAWCSCB31D13BR1TR1I357	6	17	062617	DNR	CB31	39.24950000000001	13.0	0.9339080459770116	24.5	3.0	2.403	7.3	0.0066	0.26	1.93	7.877000000000002	0.1204	449347.91666666674	0.9893142039703666
SB060517TAWCSCB32D10BR2TR1I358	6	17	060517	DNR	CB32	39.16369	10.0	0.8080808080808081	17.6	0.3		12.59						600877.0833333333	0.980469160361632
SB061517TAWCSCB33CD0BR2TR1I558	6	17	061517	Preheim	CB33C	38.99738333333333	0.205	0.0	23.903000000000002	7.58		6.89						697091.6666666665	0.9970011699250152
SB060117TAWCSCB33CD0BR2TR1I542	6	17	060117	Preheim	CB33C	38.99736111	0.07	0.0	19.67	8.61		5.42						465745.83333333343	0.9497178427914312
SB060517TAWCSCB33CD5BR1TR1I354	6	17	060517	DNR	CB33C	38.995959999999975	1.0	0.0	21.3	8.9	18.583	5.88	0.0062	0.06	1.69	4.144	0.1848	588862.5	0.9769384927771818
SB060117TAWCSCB33CD1BR1TR1I525	6	17	060117	Preheim	CB33C	38.99736111	1.0	0.03945745992601726	19.63	8.84		5.46						465745.83333333343	0.9497178427914312
SB061517TAWCSCB33CD2BR1TR1I561	6	17	061517	Preheim	CB33C	38.99738333333333	2.075	0.07891491985203453	23.693	6.43		7.5						697091.6666666665	0.9970011699250152
SB060117TAWCSCB33CD2BR1TR1I526	6	17	060117	Preheim	CB33C	38.99736111	2.06	0.07891491985203453	19.58	8.64		5.96						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD3BR1TR1I527	6	17	060117	Preheim	CB33C	38.99736111	2.96	0.1183723797780518	19.67	8.58		7.12						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD4BR1TR1I528	6	17	060117	Preheim	CB33C	38.99736111	3.95	0.15782983970406905	19.73	8.82		7.35						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD5BR1TR1I529	6	17	060117	Preheim	CB33C	38.99736111	4.97	0.19728729963008632	19.11	7.13		8.12						465745.83333333343	0.9497178427914312
SB061517TAWCSCB33CD6BR1TR1I563	6	17	061517	Preheim	CB33C	38.99738333333333	5.9	0.2367447595561036	21.073	2.14		11.27						697091.6666666665	0.9970011699250152
SB060117TAWCSCB33CD6BR1TR1I530	6	17	060117	Preheim	CB33C	38.99736111	6.08	0.2367447595561036	18.7	6.0		9.26						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD7BR1TR1I531	6	17	060117	Preheim	CB33C	38.99736111	7.01	0.2762022194821208	17.86	3.67		11.16						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD8BR1TR1I532	6	17	060117	Preheim	CB33C	38.99736111	7.94	0.3156596794081381	17.93	3.59		11.45						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD8BR2TR1I546	6	17	060117	Preheim	CB33C	38.99736111	8.82	0.3551171393341553	16.999000000000002	1.28		14.23						465745.83333333343	0.9497178427914312
SB061517TAWCSCB33CD8BR1TR1I564	6	17	061517	Preheim	CB33C	38.99738333333333	8.0	0.3156596794081381	18.584	0.27		15.12						697091.6666666665	0.9970011699250152
SB060117TAWCSCB33CD10BR2TR1I547	6	17	060117	Preheim	CB33C	38.99736111	9.9	0.39457459926017263	16.83	0.88		14.92						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD11BR1TR1I535	6	17	060117	Preheim	CB33C	38.99736111	11.13	0.43403205918618987	16.79	0.65		15.31						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD12BR1TR1I536	6	17	060117	Preheim	CB33C	38.99736111	12.01	0.4734895191122072	16.75	0.58		15.44						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD13BR1TR1I537	6	17	060117	Preheim	CB33C	38.99736111	12.92	0.5129469790382244	16.71	0.5		15.67						465745.83333333343	0.9497178427914312
SB060117TAWCSCB33CD14BR1TR1I538	6	17	060117	Preheim	CB33C	38.99736111	13.99	0.5524044389642416	16.7	0.43		16.29						465745.83333333343	0.9497178427914312
SB061517TAWCSCB33CD14BR1TR1I567	6	17	061517	Preheim	CB33C	38.99738333333333	13.931	0.5524044389642416	18.048	0.14		18.94						697091.6666666665	0.9970011699250152
SB060117TAWCSCB33CD15BR1TR1I539	6	17	060117	Preheim	CB33C	38.99736111	15.29	0.5918618988902591	16.67	0.39		16.25						465745.83333333343	0.9497178427914312
SB061517TAWCSCB33CD21BR1TR1I571	6	17	061517	Preheim	CB33C	38.99738333333333	22.0945	0.8286066584463625	18.0765	0.14		19.27						697091.6666666665	0.9970011699250152
SB060117TAWCSCB33CD21BR2TR1I554	6	17	060117	Preheim	CB33C	38.99791873385773	21.363000000000003	0.8286066584463625	16.626879999999993	0.3574		16.965600000000013						465745.83333333343	0.9497178427914312
SB060517TAWCSCB33CD24BR1TR1I359	6	17	060517	DNR	CB33C	38.995959999999975	24.0	0.9469790382244144	17.2	0.57	0.62	16.7	0.00505	0.2905	0.3205	0.74	0.02855	588862.5	0.9769384927771818
SB060517TAWCSCB42CD26BR1TR1I361	6	17	060517	DNR	CB42C	38.64618	26.0	0.979591836734694	18.0	1.3	1.526	18.35	0.0063	0.197	0.473	1.892	0.0372	588862.5	0.9769384927771818
SB060517TAWCSCB43CD27BR1TR1I362	6	17	060517	DNR	CB43C	38.55505000000002	27.0	0.943894389438944	18.3	1.7	1.221	18.97	0.0064	0.189	0.299	0.809	0.0269	588862.5	0.9769384927771818
SB062617TAWCSCB43CD27BR1TR1I362	6	17	062617	DNR	CB43C	38.555050000000016	27.0	0.943894389438944	20.2	0.39	0.8540000000000001	17.93	0.0007	0.229	0.435	0.74	0.0	453741.66666666674	0.99167731989929
SB060517TAWCSCB44D5BR1TR1I353	6	17	060517	DNR	CB44	38.414570000000026	1.0	0.0	22.6	10.4	14.952	9.65	0.0031	0.005	1.86	1.709	0.0368	576329.1666666667	0.9731183372332618
SB060517TAWCSCB44D31BR1TR1I363	6	17	060517	DNR	CB44	38.414570000000026	31.0	0.9647302904564315	18.5	2.3	1.831	19.38	0.005	0.177	0.636	2.334	0.0175	576329.1666666667	0.9731183372332618
SB062617TAWCSCB44D31BR1TR1I363	6	17	062617	DNR	CB44	38.414570000000026	31.0	0.9647302904564315	20.0	0.5	0.62	18.69	0.0007	0.207	0.468	1.367	0.013149999999999998	461008.33333333326	0.993746580436178
SB060517TAWCSCB51D33BR1TR1I364	6	17	060517	DNR	CB51	38.318700000000014	33.0	0.9580645161290324	18.7	2.7	1.526	19.73	0.0039	0.145	0.393	1.465	0.0181	576329.1666666667	0.9731183372332618
SB060517TAWCSCB53D5BR1TR1I352	6	17	060517	DNR	CB53	37.91011000000001	1.0	0.0	22.3	8.9	10.833	10.3	0.0007	0.006999999999999999	1.33	0.915	0.0555	576329.1666666667	0.9731183372332618
SB060517TAWCSCB53D25BR2TR1I367	6	17	060517	DNR	CB53	37.91011000000001	25.0	0.9771812080536912	19.5	3.7	1.068	21.41	0.0027	0.073	0.5	1.175	0.0171	576329.1666666667	0.9731183372332618
SB062617TAWCSCB53D25BR1TR1I366	6	17	062617	DNR	CB53	37.91011000000001	25.0	0.9395973154362416	21.5	0.8	0.763	19.11	0.0045	0.129	0.329	0.74	0.004	461008.33333333326	0.993746580436178
SB060517TAWCSCB54D25BR1TR1I368	6	17	060517	ODU	CB54	37.80012999999997	1.0	0.03118908382066277	22.884	9.59	11.0004	11.65	0.0003	0.0038	1.55085	0.332	0.0002	576329.1666666667	0.9731183372332618
SB060517TAWCSCB54D25BR1TR1I377	6	17	060517	ODU	CB54	37.800129999999996	25.0	0.7797270955165692	19.745	3.95		21.78						576329.1666666667	0.9731183372332618
SB060517TAWCSCB71D20BR1TR1I374	6	17	060517	ODU	CB71	37.683459999999975	1.0	0.05555555555555555	22.222	7.96		16.04						588862.5	0.9769384927771818
SB060517TAWCSCB71D20BR1TR1I383	6	17	060517	ODU	CB71	37.683459999999975	20.0	0.8888888888888888	20.316	4.32	2.3496	21.38	0.0009	0.0182	0.58626	1.61268	0.0018	588862.5	0.9769384927771818
SB060517TAWCSCB61D11BR1TR1I370	6	17	060517	ODU	CB61	37.58847000000001	1.0	0.08264462809917356	22.69	8.97	7.1556	14.58	0.0002	0.0038	1.17181	0.332	0.0002	576329.1666666667	0.9731183372332618
SB060517TAWCSCB61D11BR1TR1I379	6	17	060517	ODU	CB61	37.58847000000002	11.0	0.9090909090909092	19.594	2.93	1.3884	21.25	0.0013	0.0479	0.37446	0.63012	0.0038	576329.1666666667	0.9731183372332618
SB060517TAWCSCB62D9BR1TR1I371	6	17	060517	ODU	CB62	37.4868	1.0	0.0975609756097561	22.596	9.12	6.6216	14.03	0.0003	0.0038	1.0702399999999999	0.332	0.0	576329.1666666667	0.9731183372332618
SB060517TAWCSCB62D9BR1TR1I380	6	17	060517	ODU	CB62	37.48680000000001	9.0	0.8780487804878049	20.278	4.01		21.07						576329.1666666667	0.9731183372332618
SB060517TAWCSCB63D10BR1TR1I372	6	17	060517	ODU	CB63	37.41152999999999	1.0	0.08791208791208792	22.551	9.02	6.1944	14.44	0.0002	0.0038	1.02549	0.332	0.0002	576329.1666666667	0.9731183372332618
SB060517TAWCSCB63D10BR1TR1I381	6	17	060517	ODU	CB63	37.41152999999998	10.0	0.8791208791208791	20.513	4.21		21.65						576329.1666666667	0.9731183372332618
SB060517TAWCSCB73D12BR1TR1I376	6	17	060517	ODU	CB73	37.11681	1.0	0.0760233918128655	25.263	8.21	3.4176	17.43	0.0003	0.0038	0.97835	0.332	0.0	711922.9166666665	0.9955213724144752
SB060517TAWCSCB73D12BR1TR1I385	6	17	060517	ODU	CB73	37.11681	12.0	0.912280701754386	18.986	6.24		29.59						711922.9166666665	0.9955213724144752
SB071017TAWCSCB22D11BR2TR1I390	7	17	071017	DNR	CB22	39.348730000000025	11.0	0.912442396313364	27.1	6.6	3.204	1.12	0.0102	0.063	2.1	7.262	0.3608	294008.3333333334	0.92592477719385
SB071017TAWCSCB31D13BR1TR1I391	7	17	071017	DNR	CB31	39.24950000000001	13.0	0.9339080459770116	25.5	3.0	3.418	6.31	0.0052	0.21	1.63	5.105	0.0887	294008.3333333334	0.92592477719385
SB071017TAWCSCB32D10BR1TR1I392	7	17	071017	DNR	CB32	39.16369000000003	10.0	0.8888888888888888	23.6	0.48	2.35	10.95	0.00225	0.29100000000000004	0.985	4.1545000000000005	0.0259	294008.3333333334	0.92592477719385
SB071017TAWCSCB33CD5BR1TR1I388	7	17	071017	DNR	CB33C	38.995959999999975	1.0	0.0	27.0	7.9	17.302	7.43	0.0007	0.005	2.2	4.678	0.0007999999999999999	305929.1666666666	0.9322892131745132
SB071717TAWCSCB33CD2BR1TR1I576	7	17	071717	Preheim	CB33C	38.99791873385773	1.85	0.07891491985203453	27.21	6.38		7.63						292847.9166666666	0.8900275764346763
SB071717TAWCSCB33CD6BR1TR1I578	7	17	071717	Preheim	CB33C	38.99791873385773	5.965	0.2367447595561036	25.79	2.34		10.84						292847.9166666666	0.8900275764346763
SB071717TAWCSCB33CD10BR1TR1I580	7	17	071717	Preheim	CB33C	38.99791873385773	9.98	0.39457459926017263	23.34	0.21		16.89						292847.9166666666	0.8900275764346763
SB071717TAWCSCB33CD12BR1TR1I581	7	17	071717	Preheim	CB33C	38.99791873385773	11.91	0.4734895191122072	23.27	0.19		18.17						292847.9166666666	0.8900275764346763
SB071717TAWCSCB33CD14BR1TR1I582	7	17	071717	Preheim	CB33C	38.99791873385773	14.02	0.5524044389642416	23.25	0.13		18.32						292847.9166666666	0.8900275764346763
SB071017TAWCSCB33CD24BR1TR1I393	7	17	071017	DNR	CB33C	38.995959999999975	24.0	0.9469790382244144	22.7	0.39	1.2819999999999998	13.53	0.0007	0.273	0.7915000000000001	2.157	0.00285	305929.1666666666	0.9322892131745132
SB071017TAWCSCB42CD26BR1TR1I395	7	17	071017	DNR	CB42C	38.64618	26.0	0.943310657596372	22.6	0.41	0.62	17.11	0.0007	0.225	0.31	0.74	0.00105	305929.1666666666	0.9322892131745132
SB071017TAWCSCB43CD27BR1TR1I396	7	17	071017	DNR	CB43C	38.55505000000002	27.0	0.943894389438944	22.8	0.41	0.62	17.45	0.003	0.197	0.374	0.868	0.0022	305929.1666666666	0.9322892131745132
SB071017TAWCSCB44D5BR1TR1I387	7	17	071017	DNR	CB44	38.41457000000001	1.0	0.0	27.4	9.6	14.685	10.95	0.0007	0.011	2.24	2.79	0.0007999999999999999	318483.33333333326	0.9383773917408652
SB071017TAWCSCB44D31BR1TR1I397	7	17	071017	DNR	CB44	38.414570000000026	31.0	0.9647302904564315	24.6	1.4	0.6409999999999999	19.73	0.0188	0.158	0.448	1.3030000000000002	0.0075	318483.33333333326	0.9383773917408652
SB071017TAWCSCB51D33BR1TR1I398	7	17	071017	DNR	CB51	38.318700000000014	33.0	0.9580645161290324	24.7	1.6	0.8540000000000001	20.85	0.0098	0.159	0.355	0.74	0.0078	318483.33333333326	0.9383773917408652
SB071017TAWCSCB54D25BR1TR1I402	7	17	071017	ODU	CB54	37.80012999999999	1.0	0.03118908382066277	28.699	8.62	7.1556	13.32	0.0003	0.0038	1.26737	0.332	0.0	283752.0833333334	0.9192859697186108
SB071017TAWCSCB54D25BR2TR1I412	7	17	071017	ODU	CB54	37.800129999999996	25.0	0.7797270955165692	24.703000000000007	2.12		23.8						283752.0833333334	0.9192859697186108
SB071017TAWCSCB71D20BR1TR1I408	7	17	071017	ODU	CB71	37.683459999999975	1.0	0.05555555555555555	29.22	7.47	6.1944	16.94	0.0002	0.0038	0.9818600000000001	0.332	0.0001	275795.8333333334	0.912374757970728
SB071017TAWCSCB71D20BR1TR1I417	7	17	071017	ODU	CB71	37.683459999999975	20.0	0.8888888888888888	25.573	2.42	1.1748	22.39	0.0041	0.1519	0.6012	1.4418	0.0049	275795.8333333334	0.912374757970728
SB071017TAWCSCB61D11BR1TR1I404	7	17	071017	ODU	CB61	37.58847000000001	1.0	0.08264462809917356	28.664	8.33	8.4372	15.12	0.0002	0.0038	1.28149	0.332	0.0001	283752.0833333334	0.9192859697186108
SB071017TAWCSCB62D9BR1TR1I405	7	17	071017	ODU	CB62	37.4868	1.0	0.0975609756097561	28.41	7.74	8.544	16.42	0.0002	0.0038	1.11306	0.4272	0.0001	283752.0833333334	0.9192859697186108
SB071017TAWCSCB63D10BR1TR1I406	7	17	071017	ODU	CB63	37.41152999999999	1.0	0.08791208791208792	28.394	7.34	10.146	16.97	0.0003	0.0038	1.1755200000000001	0.9434	0.0	283752.0833333334	0.9192859697186108
SB071017TAWCSCB72D20BR1TR1I409	7	17	071017	ODU	CB72	37.41153	1.0	0.04669260700389105	29.564	7.96	5.0196	16.71	0.0002	0.0038	1.04999	0.332	0.0001	275795.8333333334	0.912374757970728
SB071017TAWCSCB73D12BR1TR1I410	7	17	071017	ODU	CB73	37.11681	1.0	0.0760233918128655	27.39	7.17	5.9808	20.83	0.0002	0.0038	0.8589600000000001	0.332	0.0001	292847.9166666666	0.8900275764346763
SB071017TAWCSCB73D12BR1TR1I419	7	17	071017	ODU	CB73	37.11681	12.0	0.912280701754386	20.059	6.7		29.58						292847.9166666666	0.8900275764346763
SB080717TAWCSCB22D11BR1TR1I423	8	17	080717	DNR	CB22	39.348730000000025	11.0	0.8294930875576036	25.8	5.0	2.67	2.83	0.0372	0.08900000000000001	3.15	8.544	0.7478	466083.33333333343	0.6321034111873499
SB082817TAWCSCB22D11BR2TR1I458	8	17	082817	DNR	CB22	39.348730000000025	11.0	0.912442396313364	25.2	2.3	2.136	9.78	0.0213	0.114	0.792	2.051	0.2947	181655.2083333333	0.3171912885891047
SB080717TAWCSCB31D13BR1TR1I425	8	17	080717	DNR	CB31	39.24950000000001	13.0	0.9339080459770116	25.7	1.0	1.78	10.17	0.1064	0.154	0.872	2.7060000000000004	0.1356	466083.33333333343	0.6321034111873499
SB082817TAWCSCB31D13BR1TR1I459	8	17	082817	DNR	CB31	39.24950000000001	13.0	0.7902298850574714	25.4	0.4	2.777	15.0	0.0067	0.127	0.619	2.157	0.0555	181655.2083333333	0.3171912885891047
SB082817TAWCSCB32D10BR1TR1I460	8	17	082817	DNR	CB32	39.16368999999997	10.0	0.8888888888888888	25.6	0.0	0.8009999999999999	17.59	0.0012	0.105	0.402	0.74	0.0243	181655.2083333333	0.3171912885891047
SB080717TAWCSCB32D10BR1TR1I426	8	17	080717	DNR	CB32	39.16368999999999	10.0	0.8080808080808081	25.6	0.1	1.068	13.46	0.0641	0.202	0.754	2.296	0.1039	466083.33333333343	0.6321034111873499
SB082817TAWCSCB33CD5BR1TR1I456	8	17	082817	DNR	CB33C	38.995959999999975	1.0	0.0	25.7	13.1	37.594	9.2	0.0007	0.005	3.88	11.0	0.0	181655.2083333333	0.3171912885891047
SB081417TAWCSCB33CD2BR1TR1I589	8	17	081417	Preheim	CB33C	38.998129999999996	1.9080000000000001	0.07891491985203453	25.89	7.83		8.39						349852.08333333326	0.5772916165517274
SB081417TAWCSCB33CD6BR1TR1I591	8	17	081417	Preheim	CB33C	38.998129999999996	5.9270000000000005	0.2367447595561036	25.84	4.15		10.51						349852.08333333326	0.5772916165517274
SB081417TAWCSCB33CD8BR1TR1I592	8	17	081417	Preheim	CB33C	38.998129999999996	7.917000000000001	0.3156596794081381	25.83	1.06		14.32						349852.08333333326	0.5772916165517274
SB081417TAWCSCB33CD10BR1TR1I593	8	17	081417	Preheim	CB33C	38.998129999999996	9.902999999999999	0.39457459926017263	25.8	0.23		16.8						349852.08333333326	0.5772916165517274
SB081417TAWCSCB33CD20BR1TR1I598	8	17	081417	Preheim	CB33C	38.998129999999996	19.99	0.7891491985203453	25.83	0.13		21.03						349852.08333333326	0.5772916165517274
SB082817TAWCSCB33CD24BR1TR1I461	8	17	082817	DNR	CB33C	38.995959999999975	24.0	0.9469790382244144	25.6	0.5	1.068	18.48	0.0093	0.0645	0.325	0.84	0.035	181655.2083333333	0.3171912885891047
SB080717TAWCSCB33CD24BR1TR1I427	8	17	080717	DNR	CB33C	38.995959999999975	24.0	0.9469790382244144	25.6	0.49	1.068	17.93	0.0036	0.1865	0.457	2.221	0.04315	524660.4166666667	0.645348113229551
SB080717TAWCSCB42CD26BR1TR1I429	8	17	080717	DNR	CB42C	38.64618	26.0	0.943310657596372	25.7	0.77	0.8540000000000001	20.78	0.1121	0.012	0.27	0.74	0.1589	524660.4166666667	0.645348113229551
SB082817TAWCSCB42CD26BR1TR1I463	8	17	082817	DNR	CB42C	38.64618	26.0	0.943310657596372	25.7	0.6	0.6409999999999999	19.45	0.0021	0.029	0.254	0.74	0.1689	181655.2083333333	0.3171912885891047
SB080717TAWCSCB43CD27BR1TR1I430	8	17	080717	DNR	CB43C	38.55505000000002	27.0	0.943894389438944	25.4	1.4	0.935	21.9	0.1602	0.012	0.28	0.74	0.0648	524660.4166666667	0.645348113229551
SB082817TAWCSCB43CD27BR1TR1I464	8	17	082817	DNR	CB43C	38.555050000000016	27.0	0.9801980198019802	25.8	0.6	0.8540000000000001	19.52	0.0094	0.029	0.247	0.74	0.1566	181655.2083333333	0.3171912885891047
SB080717TAWCSCB44D5BR1TR1I421	8	17	080717	DNR	CB44	38.41457000000001	1.0	0.0	25.9	7.6	13.884	12.0	0.0039	0.011	1.28	1.367	0.0656	573252.0833333333	0.6584015846980493
SB082817TAWCSCB44D5BR1TR1I455	8	17	082817	DNR	CB44	38.41457000000001	1.0	0.0	25.6	8.4	9.612	12.0	0.0007	0.005	1.26	1.3030000000000002	0.0006000000000000001	187316.66666666663	0.3334687789181884
SB080717TAWCSCB44D31BR1TR1I431	8	17	080717	DNR	CB44	38.414570000000026	31.0	0.9647302904564315	25.1	2.0	1.068	22.81	0.1164	0.058	1.1	4.464	0.0336	573252.0833333333	0.6584015846980493
SB082817TAWCSCB44D31BR1TR1I465	8	17	082817	DNR	CB44	38.414570000000026	31.0	0.9647302904564315	26.3	1.8	1.495	19.94	0.101	0.018000000000000002	0.39	0.74	0.053	187316.66666666663	0.3334687789181884
SB080717TAWCSCB51D33BR1TR1I432	8	17	080717	DNR	CB51	38.318700000000014	33.0	0.9580645161290324	25.1	2.4	1.068	22.81	0.08	0.069	0.28	0.74	0.025	573252.0833333333	0.6584015846980493
SB082817TAWCSCB51D33BR1TR1I466	8	17	082817	DNR	CB51	38.318700000000014	33.0	0.9580645161290324	26.3	4.6	2.136	20.43	0.0306	0.051	0.507	1.477	0.0077	187316.66666666663	0.3334687789181884
SB080717TAWCSCB53D5BR1TR1I420	8	17	080717	DNR	CB53	37.91011000000001	1.0	0.0	26.1	7.1	9.612	13.93	0.0015	0.011	1.0	0.7609999999999999	0.0034	573252.0833333333	0.6584015846980493
SB082817TAWCSCB53D5BR1TR1I454	8	17	082817	DNR	CB53	37.91011000000001	1.0	0.0	25.0	7.4	5.474	15.07	0.0149	0.024	0.782	0.74	0.0174	187316.66666666663	0.3334687789181884
SB082817TAWCSCB53D25BR1TR1I468	8	17	082817	DNR	CB53	37.91011000000002	25.0	0.9395973154362416	25.7	5.5	2.483	20.01	0.0231	0.0595	0.6	1.7595	0.0077	187316.66666666663	0.3334687789181884
SB082817TAWCSCB54D25BR1TR1I470	8	17	082817	ODU	CB54	37.80012999999999	1.0	0.03118908382066277	24.364	8.31	7.9032	16.12	0.0002	0.0038	1.19919	0.84372	0.0001	158044.58333333337	0.23449138957040755
SB080717TAWCSCB54D25BR2TR1I437	8	17	080717	ODU	CB54	37.80012999999997	1.0	0.03118908382066277	26.961	8.21	9.3984	15.04	0.0006	0.0038	1.30263	0.61944	0.0006	524660.4166666667	0.645348113229551
SB080717TAWCSCB54D25BR2TR1I446	8	17	080717	ODU	CB54	37.800129999999996	25.0	0.7797270955165692	25.089	2.13		22.76						524660.4166666667	0.645348113229551
SB082817TAWCSCB54D25BR2TR1I480	8	17	082817	ODU	CB54	37.800129999999996	25.0	0.7797270955165692	24.193	4.45		24.94						158044.58333333337	0.23449138957040755
SB080717TAWCSCB71D20BR1TR1I442	8	17	080717	ODU	CB71	37.683459999999975	1.0	0.05555555555555555	25.778	7.3	7.9032	18.47	0.0008	0.0038	1.02356	0.99324	-0.0005	524660.4166666667	0.645348113229551
SB080717TAWCSCB71D20BR1TR1I451	8	17	080717	ODU	CB71	37.683459999999975	20.0	0.8888888888888888	25.309	3.28	3.5244	22.0	0.0163	0.0856	0.67977	2.0078400000000003	0.0038	524660.4166666667	0.645348113229551
SB080717TAWCSCB61D11BR1TR1I447	8	17	080717	ODU	CB61	37.58847000000002	11.0	0.9917355371900828	25.225	3.25	3.56	21.85	0.0235	0.0802	0.87472	1.4240000000000002	0.0024	466083.33333333343	0.6321034111873499
SB080717TAWCSCB62D9BR1TR1I439	8	17	080717	ODU	CB62	37.4868	1.0	0.0975609756097561	25.9	7.26	7.3692	17.43	0.0006	0.0038	0.99135	1.0786799999999999	0.0001	466083.33333333343	0.6321034111873499
SB082817TAWCSCB62D9BR1TR1I473	8	17	082817	ODU	CB62	37.4868	1.0	0.0975609756097561	24.033	7.88	5.6604	17.11	0.0002	0.0038	0.7700100000000001	1.36704	0.0001	158044.58333333337	0.23449138957040755
SB082817TAWCSCB62D9BR1TR1I482	8	17	082817	ODU	CB62	37.48680000000001	9.0	0.975609756097561	23.953000000000007	4.88	2.403	24.56	0.0193	0.0812	0.7662399999999999	2.92365	0.0049	158044.58333333337	0.23449138957040755
