"StationName"	"depth_float"	"Latitude"	"Longitude"	"RawCount"	"TrimCount"	"CollectionAgency"	"sequencing_ID"	"Month"	"Year"	"Month_Year"	"julian_day"	"day_length"	"anti_day_length"	"julian_seconds"	"Depth_Percentage"	"Discharge_James_14"	"Discharge_Susquehanna_14"	"enspie"	"faith_pd"	"WTEMP"	"SALINITY"	"DO"	"PH"	"habitat"
"SB082916TAWCSCB63D10BR3TR1I234"	"CB63"	11	37.41153	-76.15966	39929	18969	"ODU"	"KM"	8	16	"08 16"	618	0.349647455251229	0.936881346295431	53280	0.967032967032967	35980.4166666667	133699.862588652	68.2976478944454	42.646111	27.369	24.16	5.25	7.87	2
"SB081216TAWCSCB63D11BR2TR1I196"	"CB63"	11	37.41153	-76.15966	507955	230383	"ODU"	"KM"	8	16	"08 16"	597	0.658401584698049	0.752666827532008	50760	0.967032967032967	52591.0416666667	98408.9583333333	91.6767057249234	47.669942	25.714	27.4	4.71	7.88	2
"SB081216TAWCSCB72D20BR2TR1I203"	"CB72"	21	37.41153	-76.07966	16492	7435	"ODU"	"KM"	8	16	"08 16"	597	0.658401584698049	0.752666827532008	48420	0.980544747081712	52591.0416666667	98408.9583333333	85.540885074038	37.572647	25.425	28.2	5.44	7.93	2
"SB082916TAWCSCB72D20BR1TR1I241"	"CB72"	19	37.41153	-76.07966	28510	12871	"ODU"	"KM"	8	16	"08 16"	618	0.349647455251229	0.936881346295431	51000	0.88715953307393	35980.4166666667	133699.862588652	95.3490427627895	36.4788875	26.42	28.69	6	7.86	2
"SB081216TAWCSCB64D10BR2TR1I199"	"CB64"	8	37.23653	-76.2079899999999	13129	5920	"ODU"	"KM"	8	16	"08 16"	598	0.645348113229551	0.763888612790542	60840	0.857142857142857	59022.5	103536.25	50.4965045597964	37.1918555	26.692	23.92	4.25	7.87	2
"SB082916TAWCSCB64D10BR1TR1I236"	"CB64"	9	37.23653	-76.20799	866657	395376	"ODU"	"KM"	8	16	"08 16"	620	0.317191288589106	0.948361580012172	38460	0.964285714285714	33572.2916666667	130080	88.9262014929278	44.9856745	26.363	26.77	5.03	7.83	2
"SB081216TAWCSCB73D12BR1TR1I205"	"CB73"	12	37.11681	-76.12521	294967	128423	"ODU"	"KM"	8	16	"08 16"	597	0.658401584698049	0.752666827532008	39300	0.912280701754386	52591.0416666667	98408.9583333333	89.3090097918356	41.635517	25.984	28.58	6.26	8.02	2
"SB082916TAWCSCB74D13BR1TR1I246"	"CB74"	14	36.9957	-76.02048	50996	23888	"ODU"	"KM"	8	16	"08 16"	618	0.349647455251229	0.936881346295431	35700	0.933333333333333	35980.4166666667	133699.862588652	55.7002258131331	30.9938615	23.825	31.09	7.37	7.93	2
"SB041117TAWCSCB22D11BR2TR1I288"	"CB22"	11	39.34873	-76.17579	106838	63587	"DNR"	"e_15_1"	4	17	"04 17"	845	0.397542814282554	-0.917583626059394	36780	0.912442396313364	137038.541666667	1772354.16666667	16.8832553635711	17.328412	12	0	11.2	7.7	1
"SB041117TAWCSCB31D13BR1TR1I289"	"CB31"	13	39.2495	-76.2405	297215	176211	"DNR"	"e_15_1"	4	17	"04 17"	845	0.397542814282554	-0.917583626059394	34200	0.933908045977012	137038.541666667	1772354.16666667	68.349480894013	31.364806	9.5	9.08	7.4	7.3	1
"SB041117TAWCSCB32D10BR2TR1I290"	"CB32"	9	39.16369	-76.30631	119832	70910	"DNR"	"e_15_1"	4	17	"04 17"	845	0.397542814282554	-0.917583626059394	31500	0.727272727272727	137038.541666667	1772354.16666667	27.5296989984844	29.623762	9.7	8.69	7.6	7.6	1
"SB041117TAWCSCB33CD5BR1TR1I286"	"CB33C"	0	38.99596	-76.35967	54191	33224	"DNR"	"e_15_1"	4	17	"04 17"	844	0.381689220266658	-0.924290722193094	54540	0	133209.6875	1769062.5	47.0316911665855	22.9357545	11.7	3	10.2	7.7	1
"SB041117TAWCSCB33CD24BR1TR1I291"	"CB33C"	23	38.99596	-76.3596699999999	151040	94033	"DNR"	"e_15_1"	4	17	"04 17"	844	0.381689220266658	-0.924290722193094	54540	0.907521578298397	133209.6875	1769062.5	21.2287524662569	25.6613865	7.5	17.66	6.3	7.3	1
"SB041117TAWCSCB42CD26BR1TR1I293"	"CB42C"	26	38.64618	-76.42127	103836	61523	"DNR"	"e_15_1"	4	17	"04 17"	844	0.381689220266658	-0.924290722193094	41280	0.943310657596372	133209.6875	1769062.5	40.7633405117006	29.5193445	8	20.15	6.9	7.6	3
"SB041117TAWCSCB43CD27BR1TR1I294"	"CB43C"	26	38.55505	-76.42794	249894	157280	"DNR"	"e_15_1"	4	17	"04 17"	844	0.381689220266658	-0.924290722193094	35580	0.943894389438944	133209.6875	1769062.5	31.2900810831427	29.9108075	8.4	20.43	7.1	7.6	3
"SB041117TAWCSCB44D31BR1TR1I295"	"CB44"	31	38.41457	-76.34565	206883	127076	"DNR"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	50520	0.964730290456432	127348.333333333	1724135.41666667	43.5024176423141	35.117786	9.4	23.24	7.5	7.7	3
"SB041117TAWCSCB51D33BR1TR1I296"	"CB51"	34	38.3187	-76.29215	271079	169525	"DNR"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	47700	0.987096774193548	127348.333333333	1724135.41666667	46.349826401874	33.15928	9.6	23.87	7.6	7.7	3
"SB041117TAWCSCB53D5BR1TR1I284"	"CB53"	0	37.91011	-76.17137	112186	66940	"DNR"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	38880	0	127348.333333333	1724135.41666667	19.3152813807228	21.523849	12	14.73	11	8.2	3
"SB041117TAWCSCB54D25BR1TR1I300"	"CB54"	1	37.80013	-76.17466	150804	91730	"ODU"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	31620	0.0311890838206628	127348.333333333	1724135.41666667	9.8622408041707	21.060734	11.819	15.74	10.83	8.42	3
"SB041117TAWCSCB54D25BR2TR1I310"	"CB54"	25	37.80013	-76.17466	140713	87337	"ODU"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	31620	0.779727095516569	127348.333333333	1724135.41666667	50.411989294545	32.990898	10.423	23.61	7.67	7.96	3
"SB041117TAWCSCB71D20BR1TR1I306"	"CB71"	1	37.68346	-75.98966	336467	203390	"ODU"	"e_15_1"	4	17	"04 17"	842	0.349647455251228	-0.936881346295432	55380	0.0555555555555556	119398.854166667	1634033.33333333	26.0571700842493	25.886304	12.539	19.49	9.82	8.15	3
"SB041117TAWCSCB71D20BR2TR1I315"	"CB71"	16	37.68346	-75.98966	123300	76769	"ODU"	"e_15_1"	4	17	"04 17"	842	0.349647455251228	-0.936881346295432	55380	0.888888888888889	119398.854166667	1634033.33333333	39.6978044776972	28.789427	11.57	20.89	8.59	8.03	3
"SB041117TAWCSCB61D11BR1TR1I302"	"CB61"	1	37.58847	-76.16216	104065	64615	"ODU"	"e_15_2"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	41160	0.0826446280991736	127348.333333333	1724135.41666667	23.0612313915992	24.3974995	12.511	17.68	10.41	8.33	3
"SB041117TAWCSCB61D11BR1TR1I311"	"CB61"	11	37.58847	-76.16216	120910	74983	"ODU"	"e_15_2"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	41160	0.909090909090909	127348.333333333	1724135.41666667	45.7978113437784	30.7680805	11.493	21.86	8.82	8.12	3
"SB041117TAWCSCB62D9BR1TR1I303"	"CB62"	1	37.4868	-76.15633	63158	38722	"ODU"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	49200	0.0975609756097561	127348.333333333	1724135.41666667	47.1182889066272	33.477367	12.569	18.42	10.14	8.3	3
"SB041117TAWCSCB62D9BR1TR1I312"	"CB62"	9	37.4868	-76.15633	235295	147316	"ODU"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	49200	0.878048780487805	127348.333333333	1724135.41666667	36.7949395720087	29.1455425	11.318	20.7	9.07	8.19	3
"SB041117TAWCSCB63D10BR1TR1I304"	"CB63"	1	37.41153	-76.15966	165451	103968	"ODU"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	51480	0.0879120879120879	127348.333333333	1724135.41666667	32.994872381364	27.335326	13.323	20.32	9.73	8.23	3
"SB041117TAWCSCB72D20BR1TR1I307"	"CB72"	1	37.41153	-76.07966	108463	65766	"ODU"	"e_15_1"	4	17	"04 17"	842	0.349647455251228	-0.936881346295432	49200	0.0466926070038911	119398.854166667	1634033.33333333	25.643809113347	28.0202095	12.66	20.58	9.76	8.13	3
"SB041117TAWCSCB63D10BR2TR1I313"	"CB63"	10	37.41153	-76.15966	554365	338989	"ODU"	"e_15_1"	4	17	"04 17"	843	0.36572252349727	-0.930723931037979	51480	0.879120879120879	127348.333333333	1724135.41666667	41.9364476906394	29.515861	11.706	20.67	9.16	8.2	3
"SB041117TAWCSCB72D20BR1TR1I316"	"CB72"	21	37.41153	-76.07966	285662	174828	"ODU"	"e_15_1"	4	17	"04 17"	842	0.349647455251228	-0.936881346295432	49200	0.980544747081712	119398.854166667	1634033.33333333	46.4963103946007	31.415088	11.687	24.37	8.27	8.05	3
"SB041117TAWCSCB73D12BR1TR1I308"	"CB73"	1	37.11681	-76.12521	163255	102692	"ODU"	"e_15_1"	4	17	"04 17"	842	0.349647455251228	-0.936881346295432	40740	0.0760233918128655	119398.854166667	1634033.33333333	50.9893925656032	30.0600035	12.206	23.57	9.39	8.08	3
"SB041117TAWCSCB73D12BR1TR1I317"	"CB73"	12	37.11681	-76.12521	253634	157877	"ODU"	"e_15_1"	4	17	"04 17"	842	0.349647455251228	-0.936881346295432	40740	0.912280701754386	119398.854166667	1634033.33333333	44.5211460498167	34.6792375	11.883	25.44	8.99	8.07	3
"SB050817TAWCSCB22D11BR1TR1I322"	"CB22"	11	39.34873	-76.17579	188611	111797	"DNR"	"e_15_1"	5	17	"05 17"	873	0.777597146973626	-0.628762814595835	36720	0.912442396313364	261919.0625	1211446.85283688	27.4421361468519	28.2054915	14.6	0	10.1	7.6	1
"SB050817TAWCSCB31D13BR1TR1I323"	"CB31"	13	39.2495	-76.2405	199676	114717	"DNR"	"e_15_1"	5	17	"05 17"	873	0.777597146973626	-0.628762814595835	34260	0.933908045977012	261919.0625	1211446.85283688	53.1186505444048	35.799916	15	9.14	4	7.2	1
"SB050817TAWCSCB32D10BR2TR1I324"	"CB32"	9	39.16369	-76.30631	524847	313175	"DNR"	"e_15_1"	5	17	"05 17"	873	0.777597146973626	-0.628762814595835	32100	0.727272727272727	261919.0625	1211446.85283688	44.1205470894596	34.756588	14.6	10.5	2.7	7.1	1
"SB050817TAWCSCB33CD5BR1TR1I320"	"CB33C"	0	38.99596	-76.3596699999999	387376	230425	"DNR"	"e_15_1"	5	17	"05 17"	872	0.766658819300159	-0.642054713236564	54060	0	274714.895833333	1154384.35283688	42.6600297777374	32.3558795	17.6	2.71	10.5	8.4	1
"SB050817TAWCSCB33CD24BR1TR1I325"	"CB33C"	24	38.99596	-76.35967	114692	68316	"DNR"	"e_15_1"	5	17	"05 17"	872	0.766658819300159	-0.642054713236564	54060	0.946979038224414	274714.895833333	1154384.35283688	30.8750430080053	32.31158	12.5	16.02	1.1	7.1	1
"SB050817TAWCSCB42CD26BR1TR1I327"	"CB42C"	26	38.64618	-76.42127	136643	83579	"DNR"	"e_15_1"	5	17	"05 17"	872	0.766658819300159	-0.642054713236564	40680	0.943310657596372	274714.895833333	1154384.35283688	35.8416479855106	34.3120915	13.9	18.21	2.1	7.2	2
"SB050817TAWCSCB43CD27BR1TR1I328"	"CB43C"	26	38.55505	-76.42794	177222	103084	"DNR"	"e_15_1"	5	17	"05 17"	872	0.766658819300159	-0.642054713236564	35280	0.943894389438944	274714.895833333	1154384.35283688	51.403822565851	34.9151515	14.1	18.41	2.3	7.2	2
"SB050817TAWCSCB44D31BR1TR1I329"	"CB44"	31	38.41457	-76.34565	119216	72435	"DNR"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	51540	0.964730290456432	266519.166666667	1080023.93617021	39.3828950906544	33.628678	14.4	19.11	2.8	7.3	2
"SB050817TAWCSCB51D33BR1TR1I330"	"CB51"	34	38.3187	-76.29215	490976	301243	"DNR"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	48480	0.987096774193548	266519.166666667	1080023.93617021	48.3141712906461	36.7350725	15.4	19.45	3.8	7.4	3
"SB050817TAWCSCB53D5BR1TR1I318"	"CB53"	0	37.91011	-76.17137	207085	123444	"DNR"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	38280	0	266519.166666667	1080023.93617021	30.004401165016	32.43069	17.1	14.73	8.9	8.1	3
"SB050817TAWCSCB53D25BR2TR1I333"	"CB53"	26	37.91011	-76.17137	271421	162463	"DNR"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	38280	0.977181208053691	266519.166666667	1080023.93617021	46.282937053386	36.079907	16.7	19.66	5.1	7.6	2
"SB050817TAWCSCB54D25BR1TR1I334"	"CB54"	1	37.80013	-76.17466	156059	95714	"ODU"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	33900	0.0311890838206628	266519.166666667	1080023.93617021	33.6048674905719	31.704482	17.265	15.63	8.68	8.16	3
"SB050817TAWCSCB54D25BR1TR1I343"	"CB54"	26	37.80013	-76.17466	263103	160238	"ODU"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	33900	0.810916179337232	266519.166666667	1080023.93617021	48.2869604860806	37.028105	16.987	19.77	5.18	7.71	2
"SB050817TAWCSCB71D20BR1TR1I340"	"CB71"	1	37.68346	-75.98966	225310	134998	"ODU"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	51540	0.0555555555555556	266519.166666667	1080023.93617021	43.5303986814051	31.350274	18.299	18.58	8.73	8.13	3
"SB050817TAWCSCB71D20BR2TR1I349"	"CB71"	21	37.68346	-75.98966	265877	163318	"ODU"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	51540	1.16666666666667	266519.166666667	1080023.93617021	57.1748540792404	41.06116	17.702	19.56	6.95	7.98	3
"SB050817TAWCSCB61D11BR1TR1I336"	"CB61"	1	37.58847	-76.16216	672120	422045	"ODU"	"e_15_2"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	63480	0.0826446280991736	246552.604166667	1011747.91666667	46.2686264085767	33.642356	17.813	17.38	9.25	8.24	3
"SB050817TAWCSCB61D11BR1TR1I345"	"CB61"	11	37.58847	-76.16216	132825	78924	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	63480	0.909090909090909	246552.604166667	1011747.91666667	50.4018360751717	35.4326705	17.643	19.38	6.32	7.89	3
"SB050817TAWCSCB62D9BR1TR1I337"	"CB62"	1	37.4868	-76.15633	290243	171807	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	55680	0.0975609756097561	246552.604166667	1011747.91666667	39.6214775620954	32.9564245	17.806	17.76	9.23	8.21	3
"SB050817TAWCSCB62D9BR1TR1I346"	"CB62"	9	37.4868	-76.15633	349372	171999	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	55680	0.878048780487805	246552.604166667	1011747.91666667	64.7047948031991	41.522581	17.414	18.53	7.71	8.03	3
"SB050817TAWCSCB63D10BR1TR1I338"	"CB63"	1	37.41153	-76.15966	806740	497889	"ODU"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	58200	0.0879120879120879	266519.166666667	1080023.93617021	42.7393903323477	33.832252	18.279	18.77	9.23	8.24	3
"SB050817TAWCSCB72D20BR1TR1I341"	"CB72"	1	37.41153	-76.07966	168383	102772	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	52440	0.0466926070038911	246552.604166667	1011747.91666667	41.7603771429743	31.911611	17.948	19.35	8.98	8.17	3
"SB050817TAWCSCB63D10BR2TR1I347"	"CB63"	11	37.41153	-76.15966	108723	66490	"ODU"	"e_15_1"	5	17	"05 17"	871	0.755493314072679	-0.655156357209086	58200	0.967032967032967	266519.166666667	1080023.93617021	54.5322495201632	34.3824215	17.492	20.32	7.43	8.04	3
"SB050817TAWCSCB72D20BR1TR1I350"	"CB72"	18	37.41153	-76.07966	144783	89339	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	52440	0.840466926070039	246552.604166667	1011747.91666667	50.8719154902829	33.453251	17.209	27.67	6.54	7.94	3
"SB050817TAWCSCB73D12BR1TR1I342"	"CB73"	1	37.11681	-76.12521	92029	55478	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	41760	0.0760233918128655	246552.604166667	1011747.91666667	62.7587220910741	38.327682	17.739	23.32	8.37	8.04	3
"SB050817TAWCSCB73D12BR1TR1I351"	"CB73"	12	37.11681	-76.12521	266819	159841	"ODU"	"e_15_1"	5	17	"05 17"	870	0.744103939871361	-0.668063864213533	41760	0.912280701754386	246552.604166667	1011747.91666667	75.6895943163131	41.0181855	17.468	25.36	7.46	8	3
"SB060517TAWCSCB22D11BR2TR1I356"	"CB22"	11	39.34873	-76.17579	115709	66689	"DNR"	"e_15_1"	6	17	"06 17"	901	0.980469160361632	-0.196672889793576	37020	0.912442396313364	248662.916666667	600877.083333333	46.0398934954016	40.888791	20.2	5.04	3.2	7.2	1
"SB060517TAWCSCB31D13BR1TR1I357"	"CB31"	13	39.2495	-76.2405	126701	76299	"DNR"	"e_15_1"	6	17	"06 17"	901	0.980469160361632	-0.196672889793576	34200	0.933908045977012	248662.916666667	600877.083333333	33.999445284196	37.204478	18.2	10.37	0.4	7.1	1
"SB062617TAWCSCB31D13BR1TR1I357"	"CB31"	13	39.2495	-76.2405	307461	166807	"DNR"	"spr14"	6	17	"06 17"	921	0.989314203970367	0.145799196919873	33780	0.933908045977012	70008.8541666667	449347.916666667	41.6099115732529	42.971574	24.5	7.3	3	7.3	1
"SB060517TAWCSCB32D10BR2TR1I358"	"CB32"	10	39.16369	-76.30631	272143	169733	"DNR"	"e_15_1"	6	17	"06 17"	901	0.980469160361632	-0.196672889793576	31800	0.808080808080808	248662.916666667	600877.083333333	75.2942352024325	40.131701	17.6	12.59	0.3	7.1	2
"SB061517TAWCSCB33CD0BR2TR1I558"	"CB33C"	0	38.9973833333333	-76.3588833333333	115263	71073	"Preheim"	"e_15_2"	6	17	"06 17"	908	0.997001169925015	-0.0773864792334631	32520	0	79910	697091.666666667	42.8519289715555	35.5764205	23.903	6.89	7.58	7.88	1
"SB060117TAWCSCB33CD0BR2TR1I542"	"CB33C"	0	38.99736111	-76.35916667	42344	19080	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	35040	0	247467.916666667	465745.833333333	96.5728893995013	49.2671125	19.67	5.42	8.61	7.7	1
"SB060517TAWCSCB33CD5BR1TR1I354"	"CB33C"	0	38.99596	-76.35967	125264	74259	"DNR"	"e_15_1"	6	17	"06 17"	900	0.976938492777182	-0.213520915439795	54180	0	249327.291666667	588862.5	40.9978652859964	35.7860355	21.3	5.88	8.9	8.3	1
"SB060117TAWCSCB33CD1BR1TR1I525"	"CB33C"	1	38.99736111	-76.35916667	271053	121437	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	35760	0.0394574599260173	247467.916666667	465745.833333333	63.6727681243938	40.2250205	19.63	5.46	8.84	7.77	1
"SB061517TAWCSCB33CD2BR1TR1I561"	"CB33C"	2	38.9973833333333	-76.3588833333333	141742	87617	"Preheim"	"e_15_2"	6	17	"06 17"	908	0.997001169925015	-0.0773864792334631	33180	0.0789149198520345	79910	697091.666666667	56.5267703328988	37.508024	23.693	7.5	6.43	7.63	1
"SB060117TAWCSCB33CD2BR1TR1I526"	"CB33C"	2	38.99736111	-76.35916667	15188	6622	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	36540	0.0789149198520345	247467.916666667	465745.833333333	45.4951933938205	28.987922	19.58	5.96	8.64	7.74	1
"SB060117TAWCSCB33CD3BR1TR1I527"	"CB33C"	3	38.99736111	-76.35916667	301775	131725	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	37020	0.118372379778052	247467.916666667	465745.833333333	68.5722193497755	39.694983	19.67	7.12	8.58	7.89	1
"SB060117TAWCSCB33CD4BR1TR1I528"	"CB33C"	4	38.99736111	-76.35916667	124659	57237	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	37620	0.157829839704069	247467.916666667	465745.833333333	51.5283932501527	37.507637	19.73	7.35	8.82	8.07	3
"SB060117TAWCSCB33CD5BR1TR1I529"	"CB33C"	5	38.99736111	-76.35916667	201237	92137	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	38100	0.197287299630086	247467.916666667	465745.833333333	57.9861834494639	38.928612	19.11	8.12	7.13	7.56	1
"SB061517TAWCSCB33CD6BR1TR1I563"	"CB33C"	6	38.9973833333333	-76.3588833333333	436507	265422	"Preheim"	"e_15_2"	6	17	"06 17"	908	0.997001169925015	-0.0773864792334631	34260	0.236744759556104	79910	697091.666666667	57.7207992000087	39.2812825	21.073	11.27	2.14	7.07	2
"SB060117TAWCSCB33CD6BR1TR1I530"	"CB33C"	6	38.99736111	-76.35916667	164022	73275	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	38580	0.236744759556104	247467.916666667	465745.833333333	86.2759476074111	55.6877645	18.7	9.26	6	7.31	1
"SB060117TAWCSCB33CD7BR1TR1I531"	"CB33C"	7	38.99736111	-76.35916667	24920	10806	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	39060	0.276202219482121	247467.916666667	465745.833333333	67.6590024214613	35.558072	17.86	11.16	3.67	7.12	1
"SB060117TAWCSCB33CD8BR1TR1I532"	"CB33C"	8	38.99736111	-76.35916667	100944	43838	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	39660	0.315659679408138	247467.916666667	465745.833333333	75.5384917680714	41.001757	17.93	11.45	3.59	7.12	2
"SB060117TAWCSCB33CD8BR2TR1I546"	"CB33C"	9	38.99736111	-76.35916667	280111	124673	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	40260	0.355117139334155	247467.916666667	465745.833333333	69.8708409904066	49.967188	16.999	14.23	1.28	7	2
"SB061517TAWCSCB33CD8BR1TR1I564"	"CB33C"	8	38.9973833333333	-76.3588833333333	251240	122662	"Preheim"	"spr14"	6	17	"06 17"	908	0.997001169925015	-0.0773864792334631	34920	0.315659679408138	79910	697091.666666667	60.1402539197837	44.3654295	18.584	15.12	0.27	6.98	2
"SB060117TAWCSCB33CD10BR2TR1I547"	"CB33C"	10	38.99736111	-76.35916667	312106	138401	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	40800	0.394574599260173	247467.916666667	465745.833333333	65.9056335181848	40.580046	16.83	14.92	0.88	6.99	2
"SB060117TAWCSCB33CD11BR1TR1I535"	"CB33C"	11	38.99736111	-76.35916667	157851	70986	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	41400	0.43403205918619	247467.916666667	465745.833333333	81.1856236478087	41.509326	16.79	15.31	0.65	6.98	2
"SB060117TAWCSCB33CD12BR1TR1I536"	"CB33C"	12	38.99736111	-76.35916667	986800	631561	"Preheim"	"e_15_2"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	42000	0.473489519112207	247467.916666667	465745.833333333	88.3027883303965	45.871252	16.75	15.44	0.58	6.98	2
"SB060117TAWCSCB33CD13BR1TR1I537"	"CB33C"	13	38.99736111	-76.35916667	19491	9010	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	42600	0.512946979038224	247467.916666667	465745.833333333	68.5926030921872	33.547641	16.71	15.67	0.5	6.99	2
"SB060117TAWCSCB33CD14BR1TR1I538"	"CB33C"	14	38.99736111	-76.35916667	34305	15257	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	43140	0.552404438964242	247467.916666667	465745.833333333	62.8287661951474	40.962974	16.7	16.29	0.43	6.99	2
"SB061517TAWCSCB33CD14BR1TR1I567"	"CB33C"	14	38.9973833333333	-76.3588833333333	51377	27807	"Preheim"	"spr14"	6	17	"06 17"	908	0.997001169925015	-0.0773864792334631	36900	0.552404438964242	79910	697091.666666667	46.1609484366256	39.942161	18.048	18.94	0.14	7.04	2
"SB060117TAWCSCB33CD15BR1TR1I539"	"CB33C"	15	38.99736111	-76.35916667	145830	64339	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	43680	0.591861898890259	247467.916666667	465745.833333333	74.1423823285315	41.025862	16.67	16.25	0.39	6.99	2
"SB061517TAWCSCB33CD21BR1TR1I571"	"CB33C"	21	38.9973833333333	-76.3588833333333	114932	71482	"Preheim"	"e_15_2"	6	17	"06 17"	908	0.997001169925015	-0.0773864792334631	39540	0.828606658446362	79910	697091.666666667	68.9982854736525	45.0257045	18.0765	19.27	0.14	7.06	2
"SB060117TAWCSCB33CD21BR2TR1I554"	"CB33C"	21	38.9979187338577	-76.3591160886891	16572	7085	"Preheim"	"KM"	6	17	"06 17"	894	0.949717842791431	-0.313107040935828	33347	0.828606658446362	247467.916666667	465745.833333333	60.1201698067769	31.360965	16.62688	16.9656	0.3574	7	2
"SB060517TAWCSCB33CD24BR1TR1I359"	"CB33C"	24	38.99596	-76.35967	199213	118220	"DNR"	"e_15_1"	6	17	"06 17"	900	0.976938492777182	-0.213520915439795	54180	0.946979038224414	249327.291666667	588862.5	59.0622467833138	40.368969	17.2	16.7	0.57	7.1	2
"SB060517TAWCSCB42CD26BR1TR1I361"	"CB42C"	27	38.64618	-76.42127	47968	28896	"DNR"	"e_15_1"	6	17	"06 17"	900	0.976938492777182	-0.213520915439795	41160	0.979591836734694	249327.291666667	588862.5	49.1561874845949	36.7825085	18	18.35	1.3	7.2	2
"SB060517TAWCSCB43CD27BR1TR1I362"	"CB43C"	26	38.55505	-76.42794	225600	137838	"DNR"	"e_15_1"	6	17	"06 17"	900	0.976938492777182	-0.213520915439795	35460	0.943894389438944	249327.291666667	588862.5	42.2593006214997	37.2994565	18.3	18.97	1.7	7.3	2
"SB062617TAWCSCB43CD27BR1TR1I362"	"CB43C"	26	38.55505	-76.42794	89208	48899	"DNR"	"spr14"	6	17	"06 17"	920	0.99167731989929	0.12874817745258	34800	0.943894389438944	70358.8541666667	453741.666666667	73.0064504880076	47.010177	20.2	17.93	0.39	7.3	2
"SB060517TAWCSCB44D5BR1TR1I353"	"CB44"	0	38.41457	-76.34565	278658	165290	"DNR"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	52380	0	249662.916666667	576329.166666667	44.5881411842719	36.935778	22.6	9.65	10.4	8.6	3
"SB060517TAWCSCB44D31BR1TR1I363"	"CB44"	31	38.41457	-76.34565	191045	115555	"DNR"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	52380	0.964730290456432	249662.916666667	576329.166666667	47.3910304789044	40.026372	18.5	19.38	2.3	7.3	2
"SB062617TAWCSCB44D31BR1TR1I363"	"CB44"	31	38.41457	-76.34565	93683	48726	"DNR"	"spr14"	6	17	"06 17"	919	0.993746580436178	0.111659007121696	52020	0.964730290456432	70498.75	461008.333333333	59.4353567471576	47.2240285	20	18.69	0.5	7.3	2
