SampleID	StationName	DateMMDDYY	DepthName	sequencing ID	CollectionAgency	sequencing_ID	Month	Year	Month_Year	Salinity_Group	Time	Actual Depth (m)	Temp (°C)	Conductivity (μS/cm)	Specific Conductivity (μS/cm)	Total Dissolved Solids (mg/L)	Salinity (PSU)	ODO (% sat)	ODO (mg/L)	Pressure (psi)	pH	ORP (mV)	Turbidity (FNU)	Station	CHLA	DIN	DO	DOC	DON	DOP	FSS	KD	NH4F	NO23F	NO2F	NO3F	PC	PH	PHEO	PN	PO4F	PP	SALINITY	SECCHI	SIF	SIGMA_T	SPCOND	TDN	TDP	TN	TON	TP	TSS	VSS	WTEMP	TotalDepth
SB081216TAWCSCB22D11BR2TR1I175	CB22	081016	11	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Oligohaline	10:03:00													CB2.2	4.913	0.163	5.3		0.43700000000000006	0.0059			0.057999999999999996	0.105	0.0255	0.0795	0.9940000000000001	7.2	3.46	0.135	0.0283	0.0245	5.45			0.38955	10100.0	0.6	0.0342	0.735	0.5720000000000001	0.0587	16.0		28.0	12.0
SB083116TAWCSCB22D11BR2TR1I210	CB22	083116	11	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Oligohaline	10:06:00													CB2.2	2.563	0.27399999999999997	4.2		0.316	0.0155			0.013000000000000001	0.261	0.1895	0.0715	1.08	7.2	2.221	0.138	0.0518	0.0286	8.38			2.64483	14800.0	0.59	0.0673	0.728	0.45399999999999996	0.0959	20.4		27.8	12.5
SB081216TAWCSCB31D13BR1TR1I177	CB31	081016	13	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Oligohaline	09:22:00													CB3.1	3.845	0.221	2.1		0.379	0.0195			0.085	0.136	0.107	0.028999999999999998	0.855	7.2	2.286	0.146	0.0565	0.0215	11.41			5.06257	19500.0	0.6	0.076	0.746	0.525	0.0975	9.5		27.3	14.0
SB082916TAWCSCB31D13BR1TR2I212	CB31	083116	13	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Oligohaline	09:23:00													CB3.1	3.845	0.185	3.1		0.315	0.0196			0.009000000000000001	0.17600000000000002	0.1573	0.0187	0.981	7.3	3.6310000000000002	0.165	0.0616	0.0255	12.99			6.18695	21900.0	0.5	0.0812	0.665	0.48	0.1067	15.2		27.5	14.0
SB081216TAWCSCB32D10BR1TR2I621	CB32	081016	10	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	08:42:00													CB3.2	3.2039999999999997	0.235	1.2		0.355	0.0152			0.08	0.155	0.1396	0.0154	0.7979999999999999	7.2	1.431	0.133	0.0754	0.0184	12.93			6.28992	21800.0	0.59	0.0906	0.723	0.488	0.109	7.3		27.0	11.5
SB081216TAWCSCB32D10BR1TR1I180	CB32	081016	10	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	08:42:00													CB3.2	3.2039999999999997	0.235	1.2		0.355	0.0152			0.08	0.155	0.1396	0.0154	0.7979999999999999	7.2	1.431	0.133	0.0754	0.0184	12.93			6.28992	21800.0	0.59	0.0906	0.723	0.488	0.109	7.3		27.0	11.5
SB081216TAWCSCB33CD0BR1TR1I126	CB33C	081216	00	esakows1_132789	Preheim	e_13	08	16	08 16	Mesohaline	08:50:00	0.36	28.821	25939.6	24186.0	15730.0	14.6	129.4	9.25	0.523	8.09	310.0	2.72																																	
SB081216TAWCSCB33CD2BR1TR1I127	CB33C	081216	02	Keith_Maeve1_138650	Preheim	KM	08	16	08 16	Mesohaline	09:02:00	2.029	28.233	25678.9	24330.0	15810.0	14.7	103.7	7.47	2.905	7.89	302.1	2.25																																	
SB081216TAWCSCB33CD8BR1TR1I130	CB33C	081216	08	esakows1_132789	Preheim	e_13	08	16	08 16	Mesohaline	09:43:00	8.161	28.009	25942.5	24535.4	15957.0	14.86	89.4																																						
SB081216TAWCSCB33CD10BR1TR1I131	CB33C	081216	10	Keith_Maeve1_138650	Preheim	KM	08	16	08 16	Mesohaline	09:50:00	10.217	28.091	26087.9	24628.3	16007.0	14.91	89.2	6.42	14.612	7.75	281.7	2.52																																	
SB081216TAWCSCB33CD13BR1TR1I134	CB33C	081216	13	esakows1_132789	Preheim	e_13	08	16	08 16	Mesohaline	11:14:00	12.874	27.549	28056.3	26961.8	17528.0	16.45	56.3	4.07	18.49	7.51	48.2	2.47																																	
SB081216TAWCSCB33CD15BR1TR1I136	CB33C	081216	15	Keith_Maeve1_138650	Preheim	KM	08	16	08 16	Mesohaline	11:08:00	14.853	26.083	32286.3	31540.5	20573.0	19.66	1.4	0.1	21.35	7.23	-10.6	1.25																																	
SB081216TAWCSCB33CD16BR2TR1I138	CB33C	081216	16	esakows1_132789	Preheim	e_13	08	16	08 16	Mesohaline	10:25:00	16.0785	26.043	32523.5	31900.9	20728.0	19.854999999999997	1.5499999999999998	0.11	23.1475	7.24	16.700000000000003	2.215																																	
SB081216TAWCSCB33CD16BR3TR1I139	CB33C	081216	16	Keith_Maeve1_138650	Preheim	KM	08	16	08 16	Mesohaline	10:25:00	16.0785	26.043	32523.5	31900.9	20728.0	19.854999999999997	1.5499999999999998	0.11	23.1475	7.24	16.700000000000003	2.215																																	
SB081216TAWCSCB33CD18BR1TR1I140	CB33C	081216	18	esakows1_132789	Preheim	e_13	08	16	08 16	Mesohaline	10:36:00	17.688	26.012	32830.8	32221.5	20919.0	20.05	1.5	0.11	25.829	7.25	-7.5	2.44																																	
SB081216TAWCSCB33CD24BR1TR2I623	CB33C	080916	24	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	15:19:00													CB3.3C	1.709	0.24655	0.29		0.31845	0.0203			0.2375	0.00905	0.0007	0.008525	0.5565	7.3	3.0755	0.0873	0.11365	0.0095	19.24			11.43274	31100.0	0.57	0.13476666666666667	0.6523	0.40575	0.14345000000000002	7.5		25.6	25.0
SB081216TAWCSCB33CD24BR1TR1I181	CB33C	080916	24	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	15:19:00													CB3.3C	1.709	0.24655	0.29		0.31845	0.0203			0.2375	0.00905	0.0007	0.008525	0.5565	7.3	3.0755	0.0873	0.11365	0.0095	19.24			11.43274	31100.0	0.57	0.13476666666666667	0.6523	0.40575	0.14345000000000002	7.5		25.6	25.0
SB081216TAWCSCB41CD31BR1TR2I618	CB41C	080916	31	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	13:29:00													CB4.1C	1.068	0.24600000000000002	0.3		0.284	0.0288			0.244	0.002	0.0007	0.0015	0.33899999999999997	7.3	1.1	0.0564	0.0942	0.0069	20.22			12.05206	32500.0	0.53	0.12300000000000001	0.5864	0.3404	0.1299	5.0		26.0	32.0
SB081216TAWCSCB41CD31BR1TR1I182	CB41C	080916	31	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	13:29:00													CB4.1C	1.068	0.24600000000000002	0.3		0.284	0.0288			0.244	0.002	0.0007	0.0015	0.33899999999999997	7.3	1.1	0.0564	0.0942	0.0069	20.22			12.05206	32500.0	0.53	0.12300000000000001	0.5864	0.3404	0.1299	5.0		26.0	32.0
SB083016TAWCSCB41CD31BR1TR1I216	CB41C	083016	31	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	12:57:00													CB4.1C	0.831	0.1404	0.36		0.3196	0.0284			0.139	0.0014	0.0007	0.0008500000000000001	0.353	7.3	1.495	0.0727	0.1044	0.0074	20.99			12.30032	33600.0	0.46	0.1328	0.5327	0.3923	0.1402	8.4		27.1	32.0
SB081216TAWCSCB42CD26BR2TR1I612	CB42C	080916	26	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	11:42:00													CB4.2C	0.748	0.2381	0.3		0.3019	0.0229			0.23199999999999998	0.0061	0.0007	0.0054	0.308	7.3	0.748	0.05	0.0857	0.0057	20.78			12.41343	33300.0	0.54	0.1086	0.59	0.3519	0.1143	5.4		26.2	27.5
SB081216TAWCSCB42CD26BR1TR1I183	CB42C	080916	26	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	11:42:00													CB4.2C	0.748	0.2381	0.3		0.3019	0.0229			0.23199999999999998	0.0061	0.0007	0.0054	0.308	7.3	0.748	0.05	0.0857	0.0057	20.78			12.41343	33300.0	0.54	0.1086	0.59	0.3519	0.1143	5.4		26.2	27.5
SB082916TAWCSCB43CD26BR1TR2I220	CB43C	083016	26	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	09:43:00													CB4.3C	0.61	0.0571	0.36		0.2729	0.0234			0.055999999999999994	0.0011	0.0007	0.0006000000000000001	0.262	7.4	0.35100000000000003	0.0513	0.0725	0.0051	21.9			12.98261	34900.0	0.33	0.0959	0.3813	0.3242	0.10099999999999999	6.2		27.1	27.0
SB081216TAWCSCB43CD26BR1TR1I184	CB43C	080916	26	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	10:07:00													CB4.3C	0.8540000000000001	0.2289	0.3		0.3011	0.0234			0.2225	0.0069	0.0004	0.0064	0.317	7.3	0.5660000000000001	0.0497	0.0808	0.0057	20.85			12.37654	33400.0	0.53	0.1042	0.5797	0.3508	0.1099	5.4		26.5	27.5
SB082916TAWCSCB43CD26BR1TR1I219	CB43C	083016	26	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	09:43:00													CB4.3C	0.61	0.0571	0.36		0.2729	0.0234			0.055999999999999994	0.0011	0.0007	0.0006000000000000001	0.262	7.4	0.35100000000000003	0.0513	0.0725	0.0051	21.9			12.98261	34900.0	0.33	0.0959	0.3813	0.3242	0.10099999999999999	6.2		27.1	27.0
SB082916TAWCSCB44D30BR1TR1I222	CB44	082916	31	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	13:38:00													CB4.4	0.534	0.0618	0.3		0.2382	0.0226			0.055	0.0068	0.0042	0.0026	0.45399999999999996	7.4	1.335	0.0775	0.071	0.0086	22.67			13.56008	36000.0	0.3	0.0936	0.3775	0.3157	0.1022	8.8		27.1	32.0
SB081216TAWCSCB51D33BR1TR1I186	CB51	080816	33	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	13:04:00													CB5.1	0.61	0.1604	0.3		0.3296	0.0212			0.121	0.0394	0.0347	0.0047	0.33	7.4	0.35100000000000003	0.0595	0.063	0.0066	21.76			12.87764	34700.0	0.49	0.0842	0.5495	0.3891	0.0908	12.0		27.1	34.5
SB082916TAWCSCB52D29BR1TR1I224	CB52	082916	30	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	11:40:00													CB5.2		0.182	0.4		0.248	0.0205			0.024	0.158	0.1282	0.0298	0.35600000000000004	7.4		0.0678	0.0693	0.01	22.67			13.43673	36000.0	0.43	0.0898	0.4978	0.3158	0.0998	14.0		27.5	31.0
SB081216TAWCSCB53D25BR2TR2I189	CB53	080816	25	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	10:48:00													CB5.3	1.922	0.113	3.4		0.387	0.0184			0.095	0.018000000000000002	0.0121	0.0059	0.745	7.8	2.2640000000000002	0.0964	0.0281	0.019	23.31			14.040170000000002	36900.0	0.5	0.0465	0.5964	0.4834	0.0655	24.8		27.1	26.0
SB082916TAWCSCB53D25BR1TR2I610	CB53	082916	25	esakows1_132789	DNR	e_13	08	16	08 16	Mesohaline	10:25:00													CB5.3	1.3880000000000001	0.1139	2.7		0.2661	0.0217			0.054000000000000006	0.0599	0.0524	0.0075	0.8	7.7	2.275	0.122	0.0303	0.0191	23.38			13.90665	37000.0	0.38	0.052000000000000005	0.502	0.3881	0.0711	21.8		27.7	26.5
SB081216TAWCSCB53D25BR2TR1I189	CB53	080816	25	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	10:48:00													CB5.3	1.922	0.113	3.4		0.387	0.0184			0.095	0.018000000000000002	0.0121	0.0059	0.745	7.8	2.2640000000000002	0.0964	0.0281	0.019	23.31			14.040170000000002	36900.0	0.5	0.0465	0.5964	0.4834	0.0655	24.8		27.1	26.0
SB082916TAWCSCB53D25BR1TR1I225	CB53	082916	25	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	10:25:00													CB5.3	1.3880000000000001	0.1139	2.7		0.2661	0.0217			0.054000000000000006	0.0599	0.0524	0.0075	0.8	7.7	2.275	0.122	0.0303	0.0191	23.38			13.90665	37000.0	0.38	0.052000000000000005	0.502	0.3881	0.0711	21.8		27.7	26.5
SB082916TAWCSCB53D25BR2TR1I226	CB53	082916	25	Keith_Maeve1_138650	DNR	KM	08	16	08 16	Mesohaline	10:25:00													CB5.3	1.3880000000000001	0.1139	2.7		0.2661	0.0217			0.054000000000000006	0.0599	0.0524	0.0075	0.8	7.7	2.275	0.122	0.0303	0.0191	23.38			13.90665	37000.0	0.38	0.052000000000000005	0.502	0.3881	0.0711	21.8		27.7	26.5
SB081216TAWCSCB54D25BR1TR1I190	CB54	080916	25	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Mesohaline	09:26:00													CB5.4			3.54											7.83					24.83			15.24251	39089.0								26.9	32.0
SB081216TAWCSCB54D25BR2TR1I191	CB54	080916	25	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Mesohaline	09:26:00													CB5.4			3.54											7.83					24.83			15.24251	39089.0								26.9	32.0
SB082916TAWCSCB54D25BR2TR1I228	CB54	083016	25	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Mesohaline	09:34:00													CB5.4			2.74											7.67					24.15			14.541720000000002	38140.0								27.515	32.0
SB081216TAWCSCB71D20BR2TR1I201	CB71	080916	16	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	14:07:00													CB7.1	2.2695	0.1407	3.72		0.1926	0.0062	13.02		0.1319	0.0088	0.0038	0.005	0.57516	7.83	2.0292	0.08771	0.0293	0.0161	25.27		0.6959	15.63929	39693.0	0.3333	0.0355	0.42100000000000004	0.2803	0.0516	16.32	3.3	26.684	17.0
SB082916TAWCSCB71D20BR1TR1I239	CB71	082916	20	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline																																														
SB082916TAWCSCB71D20BR2TR1I238	CB71	083016	17	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	13:49:00													CB7.1	4.6992	0.087	3.82		0.1764	0.0092	5.76		0.0781	0.0089	0.0051	0.0038	0.44842	7.76	1.368	0.06147	0.0267	0.011000000000000001	24.77		0.735	15.101729999999998	39013.0	0.2634	0.0359	0.3249	0.2379	0.0469	8.04	2.28	27.21	18.0
SB081216TAWCSCB61D11BR1TR1I192	CB61	080816	11	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	16:51:00													CB6.1	2.403	0.13	3.37		0.1859	0.0071	6.02		0.1181	0.0119	0.0058	0.0061	0.5815100000000001	7.81	1.368	0.09854	0.0292	0.0108	25.37		0.7916	15.73769	39843.0	0.3159	0.0363	0.4144	0.2844	0.0471	8.72	2.7	26.608	12.0
SB081216TAWCSCB61D11BR2TR1I193	CB61	081216	11	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline																																														
SB082916TAWCSCB61D11BR1TR1I230	CB61	082916	11	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	17:31:00													CB6.1	1.4685	0.1074	2.41		0.2494	0.0128	7.6		0.0759	0.0315	0.026000000000000002	0.0055	0.42593	7.61	1.368	0.06931	0.0377	0.0125	24.06		1.0038	14.52897	37999.0	0.3568	0.0505	0.4261	0.3187	0.063	10.36	2.76	27.339000000000002	12.0
SB082916TAWCSCB61D11BR2TR1I231	CB61	082916	11	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	17:31:00													CB6.1	1.4685	0.1074	2.41		0.2494	0.0128	7.6		0.0759	0.0315	0.026000000000000002	0.0055	0.42593	7.61	1.368	0.06931	0.0377	0.0125	24.06		1.0038	14.52897	37999.0	0.3568	0.0505	0.4261	0.3187	0.063	10.36	2.76	27.339000000000002	12.0
SB081216TAWCSCB62D9BR1TR1I194	CB62	080816	09	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	14:45:00													CB6.2	2.5365	0.1096	4.23		0.1827	0.0074	9.06		0.1001	0.0095	0.0045	0.005	0.46517	7.85	1.368	0.07986	0.0265	0.0113	26.39		0.6842	16.67825	41262.0	0.2923	0.0339	0.3722	0.2626	0.0452	12.02	2.96	26.037	10.0
SB081216TAWCSCB62D9BR2TR1I195	CB62	080816	09	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	14:45:00													CB6.2	2.5365	0.1096	4.23		0.1827	0.0074	9.06		0.1001	0.0095	0.0045	0.005	0.46517	7.85	1.368	0.07986	0.0265	0.0113	26.39		0.6842	16.67825	41262.0	0.2923	0.0339	0.3722	0.2626	0.0452	12.02	2.96	26.037	10.0
SB082916TAWCSCB62D9BR1TR1I232	CB62	082916	09	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	15:30:00													CB6.2	2.1478650000000004	0.09655	4.1		0.221	0.01045	10.36		0.07615	0.0204	0.01465	0.00575	0.5745199999999999	7.8	1.368	0.09178	0.02975	0.01625	23.35		0.9194	13.9493	36994.0	0.31755	0.0402	0.4093	0.31275	0.05645	13.45	3.09	27.491	10.0
SB082916TAWCSCB63D10BR3TR1I234	CB63	082916	11	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	14:48:00													CB6.3	3.32267	0.0618	5.25		0.1955	0.0114	16.52		0.0503	0.0115	0.0094	0.0021	0.78751	7.87	1.4952	0.12966	0.0212	0.0253	24.16		0.6753	14.59467	38153.0	0.2573	0.0326	0.387	0.3252	0.0579	20.24	3.72	27.369	12.0
SB081216TAWCSCB63D11BR2TR1I196	CB63	080816	11	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	14:06:00													CB6.3	2.403	0.1025	4.71		0.1699	0.0074	10.28		0.0952	0.0073	0.004	0.0033	0.48725	7.88	1.368	0.07462	0.0282	0.0131	27.4		0.5996	17.53602	42657.0	0.2724	0.0356	0.34700000000000003	0.2445	0.0487	13.34	3.06	25.714000000000002	12.0
SB081216TAWCSCB72D20BR2TR1I203	CB72	080816	21	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	13:27:00													CB7.2	2.5365	0.0631	5.44		0.1567	0.0071	13.38		0.0603	0.0028	0.0015	0.0013	0.52877	7.93	1.9491	0.0753	0.0223	0.0167	28.2		0.4127	18.22561	43768.0	0.2198	0.0294	0.2951	0.23199999999999998	0.0461	16.76	3.38	25.425	22.0
SB082916TAWCSCB72D20BR1TR1I241	CB72	082916	19	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	14:10:00													CB7.2	2.7768	0.040999999999999995	6.0		0.16	0.0135	15.08		0.0393	0.0017	0.0011	0.0006	0.58444	7.86	2.30688	0.09336	0.022000000000000002	0.0198	28.69		0.3639	18.2926	44507.0	0.2	0.0355	0.2934	0.2524	0.0553	18.64	3.56	26.42	20.0
SB081216TAWCSCB72D20BR1TR1I204	CB72	080816	21	sprehei1_149186	ODU	spr14	08	16	08 16	Polyhaline	13:27:00													CB7.2	2.5365	0.0631	5.44		0.1567	0.0071	13.38		0.0603	0.0028	0.0015	0.0013	0.52877	7.93	1.9491	0.0753	0.0223	0.0167	28.2		0.4127	18.22561	43768.0	0.2198	0.0294	0.2951	0.23199999999999998	0.0461	16.76	3.38	25.425	22.0
SB081216TAWCSCB64D10BR2TR1I199	CB64	080916	08	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	16:54:00													CB6.4	4.272	0.1028	4.25		0.20635	0.0086	3.6		0.09365	0.00915	0.00285	0.0063	0.502445	7.87	1.368	0.07669000000000001	0.02145	0.0103	23.92		0.76405	14.62289	37789.0	0.30915000000000004	0.03005	0.38585	0.28305	0.04035	6.52	2.92	26.691999999999997	9.0
SB082916TAWCSCB64D10BR1TR1I236	CB64	083116	09	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	10:41:00													CB6.4	3.2039999999999997	0.052000000000000005	5.03		0.2139	0.015	11.46		0.0464	0.0056	0.0027	0.0029	0.5776399999999999	7.83	1.94613	0.09479	0.0245	0.0167	26.77		0.5383	16.8651	41804.0	0.2659	0.0395	0.3607	0.3087	0.0562	14.68	3.22	26.363000000000003	10.0
SB082916TAWCSCB64D10BR2TR1I237	CB64	083116	09	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	10:41:00													CB6.4	3.2039999999999997	0.052000000000000005	5.03		0.2139	0.015	11.46		0.0464	0.0056	0.0027	0.0029	0.5776399999999999	7.83	1.94613	0.09479	0.0245	0.0167	26.77		0.5383	16.8651	41804.0	0.2659	0.0395	0.3607	0.3087	0.0562	14.68	3.22	26.363000000000003	10.0
SB081216TAWCSCB73D12BR1TR1I205	CB73	080816	12	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	10:55:00													CB7.3	2.7768	0.02105	6.26		0.1895	0.0088	4.82		0.0208	0.0003	0.0008	-0.00035	0.39927	8.02	1.63404	0.06971000000000001	0.0136	0.009000000000000001	28.58		0.2988	18.34326	44322.0	0.2105	0.0224	0.2802	0.2592	0.0314	7.34	2.52	25.984	13.0
SB082916TAWCSCB74D13BR1TR1I246	CB74	082916	14	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	09:55:00													CB7.4	2.8836	0.003	7.37		0.1157	0.0097	6.02		0.0037	0.0003	0.0008	-0.00035	0.43094	7.93	1.368	0.05746	0.0073	0.0108	31.09		0.0681	20.8805	47727.0	0.1187	0.017	0.1762	0.1732	0.0278	8.52	2.5	23.825	15.0
SB082916TAWCSCB74D13BR2TR1I614	CB74	082916	14	Keith_Maeve1_138650	ODU	KM	08	16	08 16	Polyhaline	09:55:00													CB7.4	2.8836	0.003	7.37		0.1157	0.0097	6.02		0.0037	0.0003	0.0008	-0.00035	0.43094	7.93	1.368	0.05746	0.0073	0.0108	31.09		0.0681	20.8805	47727.0	0.1187	0.017	0.1762	0.1732	0.0278	8.52	2.5	23.825	15.0
SB092116TAWCSLABDNCBR1TR1I247	LAB	092116	LAB	esakows1_132789		e_13	09	16	09 16																																															
SB092616TAWCSLABDNABR1TR1I268	LAB	092616	LAB	esakows1_132789		e_13	09	16	09 16																																															
SBMix9TAWCSLABDPCBR1TR2I270	LAB	100516	LAB	esakows1_132789		e_13	10	16	10 16																																															
SB041117TAWCSCB22D11BR2TR1I288	CB22	041317	11	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Oligohaline	10:13:00													CB2.2	2.136	0.943	11.2		0.22699999999999998	0.0071			0.044000000000000004	0.899	0.0051	0.8939	3.67	7.7	3.097	0.342	0.0122	0.0925	0.0			-0.43832	158.0	1.17	0.0193	1.5119999999999998	0.569	0.1118	80.0		12.0	
SB041117TAWCSCB31D13BR1TR1I289	CB31	041317	13	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Oligohaline	09:30:00													CB3.1	1.068	0.72	7.4		0.28	0.0031			0.22899999999999998	0.491	0.0133	0.4777	4.78	7.3	12.389000000000001	0.518	0.019	0.1286	9.08			6.935910000000002	15900.0	1.0	0.0221	1.518	0.7979999999999999	0.1507	116.0		9.5	14.0
SB041117TAWCSCB32D10BR2TR1I290	CB32	041317	09	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	08:45:00													CB3.2	8.01	0.594	7.6		0.306	0.0044			0.136	0.45799999999999996	0.0099	0.4481	1.49	7.6	5.447	0.237	0.0089	0.0313	8.69			6.609610000000001	15300.0	0.9	0.0133	1.137	0.5429999999999999	0.0446	21.3		9.7	13.0
SB041117TAWCSCB33CD5BR1TR1I286	CB33C	041217	00	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	15:09:00													CB3.3C	2.136	0.889	10.2		0.271	0.0052	8.8		0.099	0.79	0.0077	0.7823	0.76	7.7	1.104	0.098	0.0129	0.0159	3.0	0.6	1.7	1.94001	6000.0	1.16	0.0181	1.258	0.369	0.034	11.2	2.4	11.7	24.5
SB041117TAWCSCB33CD24BR1TR1I291	CB33C	041217	23	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	15:09:00													CB3.3C	6.23	0.22885	6.3		0.26615	0.00745			0.13333333333333333	0.09535	0.0055000000000000005	0.08985	2.0	7.3	9.4695	0.3355	0.005600000000000001	0.04235	17.66			13.8679	28800.0	0.495	0.013000000000000001	0.8305	0.60165	0.05535	28.5		7.5	24.5
SB041117TAWCSCB42CD26BR1TR1I293	CB42C	041217	26	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	11:28:00													CB4.2C	8.117	0.1154	6.9		0.2546	0.0063			0.09	0.0254	0.0021	0.0233	0.81	7.6	2.948	0.16399999999999998	0.0027	0.0161	20.15			15.7678	32400.0	0.37	0.009000000000000001	0.534	0.4186	0.0251	8.4		8.0	27.5
SB041117TAWCSCB43CD27BR1TR1I294	CB43C	041217	26	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	09:53:00													CB4.3C	9.612	0.1	7.1		0.26	0.0106			0.076	0.024	0.0018	0.0222	1.43	7.6	4.144	0.285	0.0024	0.0317	20.43			15.94029	32800.0	0.36	0.013000000000000001	0.645	0.545	0.0447	18.4		8.4	27.0
SB041117TAWCSCB44D31BR1TR1I295	CB44	041117	31	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	14:02:00													CB4.4	7.476	0.0989	7.5		0.1711	0.0097			0.081	0.0179	0.0038	0.0141	0.905	7.7	2.766	0.163	0.0028	0.0203	23.24			18.008020000000005	36800.0	0.27	0.0125	0.433	0.3341	0.0328	13.7		9.4	32.5
SB041117TAWCSCB51D33BR1TR1I296	CB51	041117	34	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	13:15:00													CB5.1	6.622000000000001	0.0686	7.6		0.1514	0.0068			0.045	0.0236	0.0008	0.0228	0.8490000000000001	7.7	2.499	0.158	0.0023	0.0172	23.87			18.47172	37700.0	0.22	0.0091	0.37799999999999995	0.3094	0.0263	11.5		9.6	35.0
SB041117TAWCSCB53D5BR1TR1I284	CB53	041117	00	esakows1_152133_plate_1	DNR	e_15_1	04	17	04 17	Mesohaline	10:48:00													CB5.3	11.214	0.0343	11.0		0.2657	0.0046			0.013000000000000001	0.0213	0.0021	0.0192	1.37	8.2	1.121	0.184	0.0017	0.0093	14.73	1.4		11.01801	24500.0	0.3	0.0063	0.484	0.4497	0.0156	4.8		12.0	27.0
SB041117TAWCSCB54D25BR1TR1I300	CB54	041117	01	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Mesohaline	08:47:00													CB5.4	10.68	0.0041	10.83		0.21	0.0057	3.87		0.0038	0.0003	0.0004	-0.0001	1.13842	8.42	0.332	0.14795	0.0009	0.0116	15.74		0.0042	11.82773	25756.0	0.2168	0.0064	0.3648	0.36165	0.018000000000000002	5.32	2.4175	11.819	32.0
SB041117TAWCSCB54D25BR2TR1I310	CB54	041117	25	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Mesohaline	08:47:00													CB5.4			7.67											7.96					23.61			18.14851	37386.0								10.423	32.0
SB041117TAWCSCB71D20BR1TR1I306	CB71	041017	01	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	15:23:00													CB7.1	3.2039999999999997	0.0031000000000000003	9.82		0.19975	0.0048	4.92		0.0038	0.0003	0.0002	0.0001	0.6856800000000001	8.15	0.38448	0.09198	0.0009	0.0102	19.49		0.0099	14.618479999999998	31306.0	0.2028	0.0055	0.2948	0.2917	0.0157	7.52	2.6	12.539000000000001	17.0
